strain,stress_MPa
0.0016583819,35.572235
0.0016587263,35.589174
0.001659019,35.581031
0.0016590896,35.561696
0.0016613476,35.558018
0.0016625207,35.597598
0.001669452,35.607494
0.0016694826,35.611336
0.0016787296,35.633536
0.0016787543,35.615699
0.0016798059,35.619897
0.0016811865,35.621926
0.0016819814,35.624699
0.001682766,35.618864
0.0016841209,35.61995
0.0016869469,35.644672
0.0016906217,35.650234
0.0016928132,35.65506
0.0016938976,35.657427
0.0016967561,35.666614
0.0016980144,35.661272
0.0016988024,35.655932
0.0017076206,35.701161
0.0017083236,35.687931
0.0017097043,35.677566
0.0017126943,35.694217
0.0017141437,35.722724
0.0017149109,35.671144
0.0017159911,35.697634
0.0017162189,35.701185
0.0017197942,35.700369
0.0017207315,35.714884
0.001725239,35.705854
0.0017284691,35.736885
0.0017287066,35.748356
0.0017332786,35.734741
0.0017347097,35.750095
0.0017366202,35.745165
0.0017378034,35.759709
0.0017396588,35.74725
0.0017404005,35.771708
0.0017434935,35.755936
0.0017488732,35.77913
0.0017501744,35.792277
0.0017530382,35.795783
0.0017538723,35.789145
0.0017538828,35.795519
0.0017540969,35.785057
0.0017624986,35.803202
0.0017647154,35.795676
0.0017673681,35.809725
0.0017721624,35.82311
0.001774139,35.830369
0.0017745,35.834536
0.0017745447,35.838947
0.0017783189,35.835913
0.0017788762,35.860009
0.0017853305,35.865197
0.0017853399,35.837423
0.0017867897,35.848312
0.0017886129,35.8694
0.0017908601,35.877801
0.0017927699,35.877324
0.0017933407,35.871815
0.0017974432,35.89069
0.0017975805,35.874428
0.001798611,35.909512
0.001804667,35.884677
0.0018056006,35.877775
0.0018085866,35.912158
0.0018106243,35.918678
0.0018110896,35.916453
0.0018119838,35.90155
0.0018126383,35.915291
0.0018214444,35.918343
0.001822945,35.951243
0.0018240872,35.924083
0.0018257294,35.955512
0.0018259886,35.945082
0.0018308196,35.960436
0.001832155,35.936794
0.0018328525,35.958339
0.0018344078,35.956417
0.0018344995,35.951682
0.0018390479,35.96922
0.0018402457,35.964773
0.0018426228,35.974636
0.0018482076,35.987748
0.0018491497,35.993606
0.001849426,35.995262
0.0018518502,35.995116
0.0018533273,35.996116
0.001859969,36.000376
0.0018663599,36.029699
0.0018674009,36.011191
0.001867405,36.025655
0.0018676748,36.022401
0.0018682476,36.032834
0.0018689069,36.023864
0.001876414,36.031772
0.0018764637,36.040701
0.0018768943,36.031799
0.0018791524,36.048814
0.0018833544,36.072364
0.0018860976,36.041294
0.0018867883,36.055319
0.0018876035,36.057897
0.0018913139,36.074515
0.0018924883,36.073153
0.0018968616,36.09625
0.0019014701,36.079285
0.0019019611,36.107012
0.001904422,36.112274
0.0019062755,36.082444
0.0019069081,36.084224
0.0019106631,36.105475
0.0019152002,36.116475
0.0019160486,36.115609
0.0019170049,36.116555
0.0019192504,36.11438
0.0019206561,36.126219
0.0019240964,36.142443
0.0019247823,36.143149
0.0019249526,36.120592
0.0019272683,36.135486
0.0019274406,36.148076
0.001930874,36.14917
0.0019372878,36.172196
0.0019391145,36.151451
0.001939875,36.176811
0.0019411856,36.15497
0.0019421453,36.180828
0.0019423521,36.162742
0.0019467808,36.184791
0.0019476365,36.185191
0.0019585128,36.186425
0.0019595947,36.181166
0.0019606557,36.189718
0.0019626283,36.221085
0.0019634985,36.203438
0.0019649107,36.197377
0.0019674381,36.212278
0.0019682048,36.227549
0.0019726733,36.223909
0.0019739453,36.224437
0.0019761147,36.223683
0.0019766037,36.246065
0.0019786699,36.230731
0.001983693,36.251959
0.0019840388,36.234036
0.0019889683,36.263762
0.0019920004,36.253199
0.0019927408,36.256011
0.0019948477,36.278354
0.0019960193,36.259894
0.0019980342,36.266417
0.0020023037,36.262941
0.0020042411,36.262427
0.0020113147,36.293851
0.0020118864,36.292216
0.0020124944,36.290383
0.0020130682,36.292596
0.0020144969,36.293625
0.002014915,36.271546
0.0020152233,36.303388
0.0020198959,36.322016
0.0020234313,36.329874
0.0020240837,36.3083
0.0020264303,36.325971
0.0020305115,36.338504
0.0020306932,36.332482
0.0020311209,36.331295
0.0020320486,36.320195
0.0020359187,36.33215
0.00203798,36.357429
0.0020409082,36.342832
0.0020446993,36.349159
0.0020458945,36.366409
0.0020517046,36.372769
0.0020531083,36.367883
0.0020535243,36.368194
0.0020558171,36.372644
0.0020570062,36.382202
0.0020601142,36.389722
0.0020603281,36.376302
0.0020616691,36.406968
0.0020618708,36.398481
0.0020628125,36.403972
0.0020697379,36.412901
0.0020714953,36.409487
0.0020724434,36.409321
0.0020745706,36.410629
0.0020826737,36.420827
0.002084007,36.433713
0.0020853547,36.413921
0.0020854568,36.439866
0.0020863696,36.437273
0.0020867437,36.439765
0.0020876943,36.439231
0.002088783,36.442227
0.0020902025,36.450384
0.0020966927,36.462671
0.0020967596,36.466993
0.002096945,36.47675
0.0021015745,36.468275
0.0021046098,36.46287
0.0021088338,36.470805
0.0021113001,36.492255
0.0021163274,36.469435
0.0021176893,36.473546
0.0021197922,36.481935
0.0021247669,36.516769
0.0021252892,36.507304
0.0021267443,36.51275
0.0021277396,36.512889
0.0021278055,36.486844
0.002130176,36.49998
0.0021341589,36.541963
0.0021365916,36.515435
0.0021374728,36.513296
0.0021408983,36.523159
0.0021409146,36.536635
0.0021447815,36.541738
0.0021481916,36.551909
0.0021515991,36.548958
0.0021522409,36.546982
0.0021552001,36.549661
0.0021557796,36.561805
0.0021588561,36.574875
0.0021635315,36.549361
0.002167739,36.553858
0.0021681875,36.57667
0.0021683869,36.580354
0.0021693109,36.587343
0.0021701719,36.576183
0.0021705271,36.580678
0.002170881,36.580556
0.0021773742,36.602137
0.002178312,36.610045
0.0021814703,36.595421
0.0021823425,36.610967
0.0021893673,36.614207
0.0021904412,36.638588
0.0021911366,36.610947
0.0021922085,36.627722
0.0021929451,36.613735
0.0021935554,36.616897
0.0021946466,36.648706
0.0021947067,36.623314
0.0022073897,36.649815
0.0022081289,36.656152
0.0022082079,36.645968
0.0022091091,36.649967
0.0022101063,36.648884
0.0022111646,36.649821
0.0022124664,36.658145
0.0022192453,36.674641
0.0022193237,36.683552
0.0022216659,36.67535
0.0022271949,36.682956
0.0022272715,36.679942
0.0022287125,36.683374
0.0022293227,36.688032
0.0022298979,36.675792
0.0022334186,36.709864
0.0022354524,36.700929
0.0022364409,36.690274
0.0022423452,36.716301
0.0022428287,36.711386
0.0022515972,36.717212
0.0022520826,36.716453
0.0022577022,36.742598
0.0022582194,36.748077
0.0022585569,36.719668
0.0022599632,36.727327
0.0022601188,36.73949
0.0022650373,36.74738
0.0022661139,36.751702
0.0022696669,36.746651
0.0022703319,36.751723
0.0022742683,36.753823
0.0022760215,36.758157
0.0022782119,36.783452
0.0022802867,36.763651
0.0022806668,36.771286
0.0022819913,36.785576
0.0022870054,36.783294
0.0022873411,36.789963
0.0022884586,36.785113
0.0022935368,36.788064
0.0022960584,36.823198
0.0022961192,36.803175
0.0022975905,36.815005
0.0022985361,36.795851
0.0022999117,36.81971
0.0023041006,36.832486
0.0023064198,36.826411
0.0023071929,36.823744
0.0023080336,36.819921
0.0023147194,36.825275
0.0023166743,36.835542
0.0023221508,36.85574
0.0023235488,36.853654
0.0023236451,36.856182
0.0023261321,36.84183
0.0023280332,36.880423
0.0023291749,36.858125
0.0023296319,36.860581
0.0023340235,36.887786
0.0023353547,36.857864
0.0023361405,36.883138
0.0023394284,36.868332
0.0023402584,36.89198
0.0023441661,36.888759
0.0023473502,36.891722
0.0023510944,36.90373
0.0023516956,36.892511
0.0023539332,36.89643
0.0023553787,36.889322
0.0023556015,36.922914
0.002357134,36.912199
0.0023602402,36.927242
0.0023617728,36.925696
0.0023666872,36.923875
0.0023679453,36.928167
0.0023681749,36.921357
0.0023688747,36.921318
0.0023709886,36.935417
0.0023737491,36.944047
0.0023755704,36.954936
0.0023837641,36.958671
0.002384737,36.953156
0.0023847983,36.959107
0.0023863586,36.960187
0.0023893038,36.95668
0.0023931415,36.959935
0.0023959462,36.964402
0.0023986237,36.972219
0.0024045595,36.980605
0.0024069349,36.981417
0.0024084684,37.00091
0.0024087564,36.993339
0.0024089721,36.98374
0.0024114885,36.982711
0.0024115142,37.017539
0.0024131011,36.981438
0.0024134896,36.986425
0.0024218477,37.013374
0.0024223197,37.017865
0.0024255842,37.017328
0.002426248,37.016213
0.0024282235,37.022621
0.0024301428,37.027966
0.0024329828,37.015172
0.0024344962,37.04728
0.0024387565,37.047719
0.0024391279,37.048538
0.0024419791,37.032697
0.0024427702,37.044174
0.0024500292,37.077843
0.00245061,37.066977
0.0024523822,37.043753
0.0024530327,37.040606
0.0024564253,37.070116
0.0024566138,37.046171
0.0024578396,37.073364
0.0024581416,37.051003
0.0024602804,37.087003
0.0024605927,37.080344
0.0024694002,37.085182
0.0024708139,37.080154
0.0024726989,37.086389
0.0024732962,37.108958
0.0024733063,37.093624
0.0024758324,37.109394
0.0024771052,37.10131
0.0024794534,37.110803
0.0024876632,37.107632
0.0024897049,37.109972
0.0024919996,37.121867
0.0024937985,37.127622
0.0024961049,37.136782
0.0024992163,37.113917
0.0024993023,37.140606
0.002501627,37.133362
0.0025045691,37.135175
0.0025055346,37.137942
0.0025066483,37.139805
0.0025067893,37.158671
0.0025084398,37.142448
0.0025089718,37.148384
0.0025171247,37.168885
0.0025177619,37.167532
0.0025189253,37.166082
0.0025227459,37.169941
0.0025251874,37.172406
0.0025260556,37.175627
0.0025261293,37.166835
0.0025284158,37.193734
0.0025290579,37.183877
0.0025350089,37.202607
0.0025357982,37.202052
0.0025410174,37.204081
0.0025415423,37.200794
0.0025420677,37.20557
0.0025520007,37.204455
0.0025538145,37.232315
0.0025540993,37.210471
0.0025574654,37.213428
0.0025579501,37.23061
0.0025609115,37.225104
0.0025613252,37.207113
0.0025618447,37.232128
0.0025626819,37.230055
0.0025671383,37.241609
0.0025696726,37.229129
0.0025704242,37.250212
0.0025727177,37.250078
0.0025788482,37.257714
0.0025789032,37.255249
0.0025800662,37.25588
0.0025808098,37.257981
0.0025832168,37.259455
0.0025882657,37.265198
0.0025890617,37.259126
0.0025910853,37.290667
0.002592131,37.276271
0.0025925483,37.286194
0.0025934063,37.290652
0.0025952081,37.29374
0.0025959153,37.271932
0.0026020996,37.294969
0.0026029992,37.295138
0.002607114,37.299857
0.0026072779,37.315208
0.0026115922,37.320106
0.0026151734,37.324244
0.00261715,37.326718
0.0026178883,37.306093
0.002618779,37.324876
0.0026216321,37.322666
0.0026225219,37.32802
0.0026315508,37.332372
0.0026326914,37.32309
0.0026364272,37.337723
0.0026408597,37.350755
0.0026411307,37.350348
0.0026421606,37.349245
0.0026439684,37.349841
0.0026445449,37.348945
0.0026446532,37.349577
0.0026483951,37.355115
0.0026533042,37.381739
0.0026537083,37.369286
0.0026594321,37.382213
0.0026601913,37.373839
0.0026624987,37.377473
0.0026625317,37.372905
0.0026636256,37.378766
0.0026637852,37.377218
0.0026686939,37.383646
0.0026722782,37.392637
0.0026727509,37.40189
0.002678088,37.407582
0.0026805307,37.414933
0.0026828845,37.412551
0.0026839712,37.412907
0.0026870914,37.414945
0.0026894389,37.434116
0.0026895241,37.421566
0.0026907442,37.41466
0.0026932112,37.418721
0.0026969637,37.435875
0.0026984345,37.442698
0.0027018816,37.442606
0.0027027224,37.44586
0.0027054511,37.443383
0.0027094539,37.454991
0.0027106793,37.441141
0.0027118307,37.452122
0.0027140675,37.444359
0.0027206919,37.468088
0.0027207034,37.472697
0.0027210285,37.471813
0.0027253188,37.483759
0.0027260928,37.466429
0.0027291759,37.473166
0.0027295064,37.476898
0.0027314935,37.495565
0.0027355108,37.500054
0.0027359025,37.502139
0.0027372697,37.494563
0.0027417998,37.492798
0.002742158,37.504177
0.0027458735,37.500255
0.0027499989,37.502341
0.0027508818,37.513628
0.0027530472,37.497126
0.0027552433,37.522859
0.0027553131,37.530907
0.0027579306,37.529608
0.0027589372,37.533378
0.0027604198,37.528205
0.0027607436,37.529934
0.002761785,37.526306
0.0027635301,37.538563
0.0027701863,37.560159
0.0027746948,37.542957
0.0027762793,37.553351
0.002776726,37.563045
0.0027774225,37.560218
0.0027790567,37.562745
0.0027831939,37.572938
0.0027856517,37.567785
0.0027903763,37.560877
0.0027910411,37.587141
0.0027915857,37.561897
0.002794806,37.581985
0.0028000693,37.582502
0.0028012052,37.58734
0.0028023186,37.58607
0.0028068964,37.592409
0.0028077297,37.589763
0.0028105367,37.606206
0.0028112869,37.613017
0.0028176006,37.609739
0.0028196361,37.614192
0.0028241334,37.614625
0.0028243448,37.617852
0.0028248412,37.608297
0.0028248786,37.616218
0.0028282753,37.614417
0.0028295667,37.642862
0.0028309056,37.624464
0.0028337799,37.632835
0.0028368057,37.640661
0.0028369335,37.643161
0.0028385956,37.646158
0.0028468544,37.647911
0.0028490415,37.643562
0.0028525751,37.656326
0.002853089,37.668346
0.0028543502,37.675893
0.0028556639,37.655813
0.0028557895,37.676062
0.0028559653,37.684056
0.0028573244,37.680737
0.0028625597,37.680752
0.0028637535,37.681763
0.002871206,37.702454
0.0028716694,37.683712
0.0028729855,37.692261
0.0028738841,37.678325
0.0028792165,37.70305
0.0028801395,37.709167
0.0028807564,37.705981
0.0028810041,37.705311
0.0028815471,37.702338
0.002883646,37.707224
0.0028878401,37.717422
0.0028883417,37.726933
0.002891962,37.726158
0.0028999409,37.728855
0.0029002858,37.73019
0.0029055098,37.724379
0.0029067059,37.727167
0.002910898,37.736392
0.0029113849,37.732934
0.0029143641,37.752725
0.002914393,37.756617
0.0029161714,37.75557
0.0029162164,37.763283
0.0029164454,37.755016
0.0029186858,37.740359
0.0029219304,37.755843
0.0029277159,37.758198
0.0029283799,37.771179
0.0029284651,37.764994
0.0029395285,37.780251
0.0029419453,37.786284
0.0029420252,37.781719
0.0029427167,37.786017
0.0029431102,37.78691
0.0029454878,37.785024
0.0029505839,37.796447
0.0029508884,37.792609
0.0029524476,37.817387
0.0029545715,37.788741
0.0029546247,37.810897
0.0029552975,37.804231
0.0029580139,37.815744
0.0029641618,37.812537
0.002965527,37.816693
0.0029690579,37.81464
0.0029696724,37.838413
0.0029746318,37.839588
0.0029754559,37.830074
0.0029780019,37.841353
0.0029782202,37.84431
0.0029783256,37.839389
0.0029824433,37.835817
0.0029862442,37.845004
0.0029869239,37.859477
0.0029871561,37.838974
0.0029876825,37.84628
0.002993367,37.864482
0.0029948795,37.875493
0.0029956143,37.867988
0.0029961916,37.866063
0.002997668,37.869077
0.0030071306,37.869139
0.0030100377,37.894074
0.0030101443,37.876555
0.003012975,37.877554
0.0030156754,37.89767
0.0030180149,37.901775
0.0030227828,37.905916
0.0030242706,37.901653
0.0030254339,37.905774
0.0030292029,37.903795
0.0030298846,37.916429
0.003030433,37.903947
0.0030305661,37.901737
0.0030316721,37.910565
0.0030390121,37.919621
0.0030408536,37.925236
0.0030420616,37.922647
0.0030424179,37.92796
0.0030438016,37.923187
0.0030496844,37.945268
0.0030504913,37.950914
0.0030522367,37.939087
0.0030530945,37.922021
0.0030570875,37.947372
0.0030576558,37.945446
0.0030582588,37.945669
0.0030663902,37.95674
0.003067443,37.948193
0.0030687914,37.968926
0.003068999,37.975113
0.0030698348,37.942777
0.003073596,37.977842
0.0030797662,37.975502
0.0030804277,37.959356
0.0030835763,37.982043
0.0030841583,37.977481
0.0030868975,37.977353
0.0030878289,37.987875
0.0030913818,37.995318
0.0030918189,38.001443
0.0030944082,38.00209
0.0030945491,37.974464
0.0030986023,38.005098
0.0031014898,38.002529
0.0031054224,38.003229
0.0031055075,38.006531
0.0031085447,38.005658
0.0031088938,38.006851
0.0031095852,38.020167
0.0031183612,38.024801
0.0031186534,38.025818
0.003121296,38.027604
0.0031237224,38.029164
0.0031239392,38.038844
0.0031248153,38.031107
0.00312568,38.026637
0.0031316811,38.046138
0.0031344454,38.057001
0.003134923,38.055349
0.0031365743,38.052261
0.0031387023,38.050291
0.0031391555,38.068748
0.0031392197,38.057437
0.0031401202,38.054948
0.0031441957,38.062168
0.0031467431,38.071453
0.0031539961,38.0752
0.00315437,38.072201
0.0031546463,38.086608
0.003157551,38.085048
0.0031596672,38.086905
0.003160721,38.082313
0.0031658258,38.09587
0.0031683565,38.081557
0.0031695512,38.106836
0.0031715287,38.104398
0.0031746631,38.110491
0.0031762335,38.114478
0.0031764334,38.110764
0.0031782323,38.114769
0.0031833169,38.113229
0.0031904736,38.117741
0.0031907442,38.120153
0.003191532,38.109301
0.0031942066,38.137085
0.003197593,38.127767
0.0031978928,38.135937
0.0031985075,38.137141
0.0031987383,38.136174
0.0032034677,38.135305
0.0032035203,38.157532
0.0032040252,38.142383
0.003205602,38.157529
0.0032090354,38.159567
0.0032101602,38.156764
0.0032119114,38.161848
0.0032151469,38.160463
0.0032154224,38.164699
0.0032200466,38.156559
0.0032238879,38.191518
0.003226896,38.183438
0.0032270923,38.170851
0.0032293298,38.187697
0.0032343252,38.164506
0.0032355227,38.193568
0.0032368451,38.188273
0.0032397425,38.188009
0.0032408596,38.189305
0.0032484845,38.199109
0.003251433,38.211384
0.0032518269,38.219806
0.0032532953,38.210645
0.0032534831,38.217474
0.0032544308,38.191399
0.003257261,38.217065
0.0032599902,38.219791
0.003261046,38.218776
0.0032721619,38.219014
0.0032737697,38.222748
0.0032746615,38.24723
0.0032764152,38.227376
0.0032765207,38.242327
0.0032775636,38.249289
0.0032794544,38.239808
0.0032795143,38.25537
0.0032801083,38.244195
0.0032810858,38.245447
0.0032876125,38.26518
0.0032876184,38.265198
0.003288055,38.269086
0.0032891798,38.268191
0.0032898949,38.265186
0.0032909598,38.265542
0.0033007962,38.273103
0.0033012986,38.270549
0.0033013049,38.278739
0.0033035037,38.262109
0.0033092,38.300124
0.0033098192,38.288602
0.0033100354,38.295161
0.0033136825,38.300892
0.003315867,38.298667
0.0033177368,38.304562
0.0033185621,38.294461
0.0033278113,38.319011
0.0033297713,38.324597
0.0033322023,38.320711
0.0033327946,38.308999
0.0033352254,38.325528
0.0033365412,38.299605
0.0033365584,38.326288
0.003337538,38.32228
0.0033443057,38.324015
0.0033449772,38.32864
0.0033465769,38.345798
0.0033468554,38.330384
0.0033494927,38.34238
0.0033512058,38.350674
0.0033578168,38.348722
0.0033580306,38.35146
0.003358806,38.34952
0.0033592164,38.350624
0.0033660081,38.365542
0.0033683567,38.374153
0.0033705324,38.367144
0.0033718804,38.356824
0.0033787047,38.373578
0.0033795534,38.365023
0.0033826643,38.374492
0.0033835787,38.370371
0.0033837461,38.387567
0.0033845724,38.37655
0.0033906568,38.38159
0.0033939445,38.395728
0.0033953564,38.393657
0.0033959833,38.398374
0.0033972448,38.396861
0.0033989781,38.397849
0.0034009175,38.397535
0.0034010707,38.404084
0.0034026206,38.401314
0.0034057468,38.414752
0.0034082414,38.420756
0.0034130864,38.424941
0.0034153252,38.42611
0.0034195146,38.424452
0.0034205127,38.428329
0.0034205734,38.429667
0.0034233424,38.425683
0.003424339,38.428848
0.0034276514,38.447661
0.0034290467,38.453579
0.0034309467,38.434282
0.0034322123,38.44115
0.0034339096,38.455148
0.0034352776,38.453039
0.0034385611,38.450722
0.0034404586,38.465774
0.003440634,38.45257
0.003449784,38.474732
0.00345282,38.475023
0.0034530722,38.482442
0.0034537087,38.474192
0.0034597257,38.484233
0.0034633516,38.478437
0.0034638367,38.485284
0.0034659692,38.494435
0.003468495,38.477411
0.0034687149,38.509166
0.0034690894,38.472768
0.0034694035,38.50113
0.0034723535,38.505283
0.0034780549,38.508585
0.0034793042,38.508499
0.0034795657,38.503328
0.0034819627,38.507262
0.0034864808,38.529643
0.00348997,38.526881
0.0034902425,38.51924
0.003492199,38.528009
0.0034926062,38.529794
0.0034960063,38.530598
0.0035028064,38.550497
0.0035038558,38.528365
0.0035044309,38.535419
0.0035048849,38.532556
0.0035059286,38.555178
0.0035063947,38.542384
0.0035072153,38.53102
0.0035164101,38.559343
0.0035164827,38.561253
0.0035188826,38.554608
0.0035190107,38.565184
0.0035263614,38.578618
0.0035267296,38.578618
0.0035305568,38.553902
0.0035315514,38.582208
0.003533583,38.578734
0.003533849,38.581107
0.0035380276,38.588197
0.0035390373,38.582294
0.003541967,38.578313
0.0035441461,38.585186
0.0035454185,38.59472
0.0035487718,38.597446
0.0035501732,38.580873
0.003555461,38.602575
0.0035556567,38.61178
0.0035580782,38.607903
0.0035585257,38.608609
0.0035607321,38.614966
0.0035627058,38.630492
0.0035661377,38.612824
0.0035687411,38.63404
0.0035724585,38.632301
0.0035727545,38.637036
0.0035750934,38.638267
0.003580677,38.635277
0.0035830848,38.643348
0.0035835289,38.639088
0.0035859922,38.639581
0.0035863799,38.636036
0.0035904524,38.655353
0.0035910984,38.655433
0.0035926675,38.662206
0.0035937819,38.663517
0.0035942502,38.660755
0.0035995259,38.656605
0.0035996191,38.668405
0.0036001002,38.663751
0.0036021399,38.681282
0.0036070503,38.682187
0.0036080937,38.677477
0.0036116961,38.68284
0.0036125542,38.684762
0.0036149183,38.683564
0.0036163538,38.678005
0.0036184645,38.683816
0.0036228528,38.689464
0.0036229793,38.712566
0.003626949,38.70822
0.0036270189,38.696871
0.0036287006,38.700089
0.0036324815,38.709125
0.00363273,38.705838
0.0036372517,38.706601
0.0036402241,38.72067
0.003640597,38.709837
0.0036442332,38.737442
0.0036455614,38.713005
0.0036487409,38.736558
0.0036495522,38.73544
0.0036512628,38.735369
0.0036539024,38.732385
0.003656465,38.734381
0.0036595159,38.737985
0.0036619563,38.740815
0.0036653004,38.747949
0.0036661212,38.756682
0.003667222,38.734945
0.0036697837,38.758447
0.0036730808,38.757501
0.0036757099,38.75999
0.00368075,38.776519
0.0036814128,38.767792
0.0036823704,38.759729
0.0036858984,38.75719
0.0036865504,38.782609
0.0036899962,38.782223
0.0036921388,38.778515
0.0036922304,38.777851
0.0036956029,38.782938
0.0036958686,38.777231
0.0037042039,38.788654
0.003706462,38.791733
0.0037086696,38.797453
0.0037115038,38.795397
0.0037116391,38.804913
0.0037172317,38.809449
0.003717441,38.808936
0.0037174482,38.81326
0.0037188111,38.804711
0.0037192727,38.804934
0.003723246,38.819469
0.0037234928,38.835704
0.0037236213,38.837781
0.0037253273,38.810662
0.0037366248,38.842097
0.0037372726,38.840216
0.0037388274,38.841797
0.0037391078,38.837045
0.0037392456,38.838365
0.0037395375,38.839439
0.0037405544,38.859643
0.003741043,38.851696
0.0037474438,38.859005
0.0037588246,38.86126
0.0037593427,38.880705
0.0037620319,38.865416
0.0037622906,38.875626
0.0037627374,38.859047
0.0037634986,38.881811
0.003766917,38.881808
0.0037669302,38.881586
0.0037680483,38.862681
0.0037708983,38.863476
0.003772175,38.883535
0.0037733969,38.880951
0.0037749488,38.877504
0.0037825916,38.887115
0.0037838411,38.900695
0.0037878985,38.908331
0.0037917399,38.916067
0.0037925063,38.890805
0.003793052,38.896518
0.0037956001,38.907601
0.0037970672,38.908767
0.0037981758,38.907859
0.0038011192,38.920451
0.0038061335,38.934812
0.0038065655,38.908245
0.0038078737,38.93744
0.0038096513,38.92785
0.0038123984,38.935796
0.0038160299,38.936654
0.0038177401,38.936102
0.0038179421,38.958638
0.0038186397,38.935696
0.0038278389,38.941673
0.0038284677,38.935989
0.0038296926,38.94566
0.0038323737,38.958044
0.0038332475,38.960385
0.0038339826,38.958344
0.0038346516,38.960551
0.0038394128,38.957988
0.0038406272,38.985635
0.0038422554,38.986285
0.0038439992,38.977816
0.0038445947,38.965354
0.003845289,38.971426
0.0038489137,38.985866
0.003853556,38.983903
0.0038558373,38.983354
0.0038574125,38.992028
0.0038584702,38.979948
0.0038597625,38.994863
0.0038617971,39.001143
0.0038663003,39.010223
0.0038699046,39.014234
0.0038707848,39.009859
0.0038737847,39.014011
0.0038747664,39.012077
0.0038789866,39.031501
0.0038792034,39.019888
0.0038802336,39.016735
0.0038812234,39.032391
0.0038829843,39.012042
0.0038859356,39.032338
0.0038914917,39.038698
0.0038951932,39.030789
0.003895388,39.033519
0.0038968301,39.037642
0.0038987426,39.033053
0.003905609,39.047677
0.003905915,39.039416
0.0039099062,39.054948
0.0039111542,39.05048
0.003912308,39.057822
0.0039127779,39.05571
0.0039170554,39.056096
0.0039214835,39.077653
0.0039235606,39.054746
0.0039242681,39.078436
0.003928446,39.07633
0.003930764,39.061584
0.0039324836,39.068012
0.0039324964,39.076585
0.0039404857,39.077715
0.0039412573,39.078465
0.0039421278,39.082826
0.0039446957,39.088352
0.003945637,39.076964
0.0039471719,39.104445
0.0039489013,39.096976
0.0039499099,39.102689
0.0039511235,39.102117
0.0039531345,39.097545
0.0039605322,39.10166
0.003962368,39.102194
0.0039644727,39.111185
0.0039645314,39.109438
0.0039691779,39.132199
0.0039707932,39.131911
0.0039725382,39.12979
0.0039727843,39.124869
0.0039729923,39.126637
0.0039778052,39.125682
0.0039801501,39.125759
0.00398422,39.137081
0.003984398,39.132967
0.0039851785,39.130742
0.0039859868,39.15011
0.0039890326,39.147713
0.0039919568,39.147885
0.0039932222,39.151504
0.0039978614,39.148719
0.003998071,39.170201
0.0039992077,39.146796
0.0040007083,39.171492
0.0040012121,39.15755
0.0040044165,39.176395
0.0040078642,39.176167
0.0040118061,39.176327
0.0040135843,39.17867
0.0040158874,39.174286
0.0040178577,39.192998
0.0040200846,39.205404
0.0040211306,39.17644
0.0040213113,39.18336
0.0040217868,39.204024
0.0040246649,39.186985
0.0040256605,39.205967
0.0040328536,39.200634
0.0040345492,39.207916
0.0040380983,39.201503
0.0040456274,39.232039
0.0040456395,39.231425
0.004046494,39.214249
0.004049694,39.226925
0.0040505348,39.230568
0.0040534419,39.214881
0.0040539924,39.235682
0.0040577976,39.232588
0.0040587697,39.235946
0.0040614705,39.232531
0.0040675595,39.246198
0.0040687858,39.241021
0.0040689207,39.256087
0.0040699303,39.255767
0.00407412,39.255352
0.0040750019,39.252905
0.0040795921,39.248645
0.0040804514,39.256808
0.0040831295,39.251665
0.0040845913,39.260169
0.004084786,39.277259
0.0040852414,39.275841
0.0040872916,39.277962
0.0040946114,39.274423
0.004095501,39.275449
0.0040974433,39.27315
0.0040989424,39.276096
0.0041026057,39.282153
0.0041061379,39.299527
0.0041065888,39.300296
0.0041083324,39.284927
0.0041098252,39.295873
0.0041101659,39.298721
0.0041188182,39.299691
0.0041253012,39.295763
0.004127466,39.322529
0.0041275769,39.320808
0.0041288461,39.298225
0.0041296398,39.319963
0.0041300374,39.323167
0.00413085,39.32352
0.0041319292,39.306979
0.004134931,39.328144
0.0041379606,39.333739
0.0041390182,39.324988
0.0041397314,39.340888
0.0041444274,39.328996
0.0041458278,39.323303
0.0041458426,39.349808
0.0041462822,39.349259
0.0041539275,39.351261
0.0041575905,39.354774
0.0041590106,39.359855
0.0041613522,39.344279
0.0041627462,39.369262
0.0041634116,39.350404
0.0041653966,39.366817
0.0041655491,39.374426
0.0041661309,39.372222
0.0041686606,39.365948
0.0041701064,39.371252
0.0041768604,39.367666
0.0041774364,39.374304
0.0041780208,39.378546
0.0041818016,39.399338
0.0041833264,39.384343
0.0041841725,39.395829
0.0041891033,39.398676
0.0041909306,39.401242
0.0041964675,39.403811
0.0041965067,39.398128
0.0041986848,39.394093
0.0042004874,39.413651
0.0042014652,39.394758
0.0042053198,39.421728
0.0042077568,39.421654
0.0042078596,39.418581
0.0042081222,39.422393
0.004208961,39.425564
0.0042112468,39.418278
0.0042163293,39.417525
0.0042208819,39.430752
0.0042216323,39.425231
0.0042234892,39.439337
0.0042236857,39.44572
0.0042265096,39.446702
0.0042298969,39.44578
0.0042352655,39.451036
0.004237999,39.442801
0.0042410667,39.447213
0.004243036,39.45621
0.0042446815,39.468345
0.0042467572,39.465462
0.0042472802,39.470683
0.004250313,39.470674
0.0042523019,39.464501
0.0042566911,39.473065
0.0042576804,39.472709
0.0042609409,39.467251
0.0042609884,39.476019
