stress_MPa,vT_m_s
40.109061,3117.8144
40.111075,3118.8144
40.111422,3117.8804
40.112561,3118.7747
40.113119,3118.8132
40.114359,3118.8554
40.11564,3117.8664
40.12017,3118.8319
40.128274,3118.83
40.130623,3118.7763
40.131507,3118.8355
40.135782,3118.8361
40.13696,3118.8165
40.137947,3118.8073
40.138042,3118.8315
40.138372,3118.7759
40.140365,3118.8662
40.147075,3118.8471
40.156514,3118.8197
40.156719,3118.776
40.157962,3118.7854
40.159181,3118.8205
40.160017,3118.7653
40.160474,3118.8075
40.161765,3118.8085
40.171373,3118.7338
40.17697,3118.8189
40.180052,3118.7192
40.182058,3118.7719
40.182805,3118.7341
40.183829,3118.6719
40.183918,3118.7289
40.184377,3118.7072
40.185499,3118.7085
40.186967,3118.7371
40.190138,3118.7827
40.198406,3118.7383
40.199402,3118.7505
40.203291,3118.6631
40.205593,3118.6911
40.206789,3118.7557
40.206999,3118.7784
40.210559,3118.7041
40.221443,3118.6831
40.221466,3118.5962
40.221799,3118.7208
40.222493,3118.5588
40.22421,3118.5924
40.225243,3118.7089
40.226284,3118.6759
40.227841,3118.6767
40.229838,3118.6461
40.234195,3118.6658
40.245126,3118.6527
40.245693,3118.6371
40.24617,3118.6666
40.247063,3118.5947
40.249324,3118.6364
40.249475,3118.5771
40.250255,3118.6105
40.252355,3118.6257
40.255046,3118.6719
40.267517,3118.6712
40.269092,3118.6744
40.269825,3118.7083
40.270993,3118.6718
40.271581,3118.6838
40.271785,3118.6716
40.27288,3118.6346
40.275683,3118.7078
40.275802,3118.6948
40.278297,3118.6753
40.287745,3118.7337
40.291883,3118.745
40.291936,3118.6713
40.29347,3118.6877
40.293713,3118.7347
40.295359,3118.5769
40.299082,3118.6258
40.310197,3118.6411
40.310969,3118.5533
40.313849,3118.6167
40.314573,3118.5779
40.31476,3118.5903
40.315163,3118.4959
40.317067,3118.6018
40.318761,3118.4505
40.321398,3118.5246
40.325136,3118.5275
40.329953,3118.5219
40.337206,3118.5678
40.338624,3118.472
40.340282,3118.5496
40.340668,3118.4893
40.341371,3118.529
40.343163,3118.5253
40.34378,3118.4474
40.35124,3118.5391
40.359072,3118.5024
40.359695,3118.5315
40.363587,3118.4545
40.364432,3118.5286
40.36458,3118.4488
40.364592,3118.4859
40.366028,3118.4697
40.367541,3118.4798
40.370246,3118.5272
40.380522,3118.5483
40.382216,3118.5295
40.384414,3118.53
40.384942,3118.4595
40.386511,3118.478
40.387724,3118.4927
40.388605,3118.468
40.393553,3118.4484
40.401085,3118.4908
40.404558,3118.4055
40.404941,3118.3314
40.409067,3118.4076
40.411547,3118.5085
40.411817,3118.3953
40.413458,3118.4579
40.414259,3118.3878
40.417364,3118.3703
40.423247,3118.372
40.425439,3118.3089
40.432419,3118.3026
40.434774,3118.3479
40.435338,3118.3259
40.435459,3118.3846
40.437862,3118.4268
40.438927,3118.3879
40.439221,3118.3044
40.44478,3118.4334
40.453178,3118.2758
40.453976,3118.3038
40.455103,3118.182
40.455364,3118.2707
40.455586,3118.261
40.456034,3118.2225
40.457782,3118.2575
40.457974,3118.237
40.465482,3118.2867
40.47464,3118.2655
40.479024,3118.2159
40.479591,3118.2134
40.480216,3118.2373
40.480593,3118.1993
40.481984,3118.2701
40.484639,3118.2238
40.496096,3118.0649
40.49889,3118.2226
40.49897,3118.1319
40.49959,3118.1503
40.500085,3118.2463
40.500174,3118.2422
40.500385,3118.1506
40.504725,3118.1261
40.505099,3118.1697
40.505134,3118.1465
40.511014,3118.2177
40.516427,3118.0881
40.518062,3118.1239
40.518103,3118.1998
40.520224,3118.1201
40.521031,3117.9803
40.521037,3118.1506
40.521666,3118.1107
40.533591,3118.0788
40.540345,3118.1306
40.54171,3118.1291
40.54454,3118.1903
40.546652,3118.0717
40.546685,3118.0875
40.547655,3118.1282
40.548616,3118.1334
40.548936,3118.1086
40.550425,3118.0133
40.55335,3118.0965
40.562653,3118.0318
40.56362,3117.9826
40.566203,3118.1043
40.56658,3118.0375
40.566886,3117.9768
40.56779,3117.9881
40.570686,3118.0303
40.584307,3118.0356
40.584607,3117.9833
40.584954,3117.9269
40.58588,3118.0543
40.587295,3117.9986
40.59005,3117.9835
40.590288,3117.9573
40.590326,3118.0462
40.591489,3117.9268
40.595535,3117.8918
40.598264,3117.8652
40.599994,3117.8077
40.607149,3117.8376
40.60954,3117.862
40.614037,3117.9462
40.615633,3118.779
40.616288,3118.8098
40.616576,3117.7943
40.627095,3117.7288
40.630631,3117.83
40.632817,3118.8215
40.63419,3117.8907
40.634377,3118.8343
40.635065,3118.8429
40.635946,3118.8251
40.638791,3117.8888
40.640541,3118.8255
40.642395,3118.7682
40.652882,3118.7347
40.65395,3117.8137
40.655863,3117.8291
40.657174,3118.7021
40.657622,3118.8024
40.658194,3118.7109
40.659776,3117.8437
40.662297,3118.7404
40.669686,3118.6876
40.669998,3118.6661
40.673744,3118.656
40.676031,3118.7176
40.676111,3118.6386
40.680258,3118.8019
40.68062,3118.7823
40.681083,3118.6995
40.681291,3118.5906
40.683231,3118.7002
40.689834,3118.7245
40.696004,3118.6977
40.698816,3118.6921
40.698944,3118.6062
40.69992,3118.6529
40.702299,3118.5515
40.703423,3118.6937
40.704672,3118.7699
40.709638,3118.579
40.720076,3118.4846
40.720664,3118.7089
40.722458,3118.6454
40.723411,3118.6032
40.728863,3118.659
40.72913,3118.6506
40.72913,3118.6184
40.731607,3118.6887
40.736688,3118.5709
40.74306,3118.6638
40.746264,3118.6026
40.747323,3118.6478
40.748732,3118.4955
40.748901,3118.4987
40.750141,3118.6614
40.75411,3118.6384
40.756744,3118.5989
40.766851,3118.4897
40.766928,3118.4655
40.768803,3118.4471
40.769737,3118.5272
40.770161,3118.5219
40.770802,3118.5411
40.770947,3118.4617
40.771816,3118.5456
40.776213,3118.5519
40.779944,3118.5924
40.787654,3118.5728
40.791439,3118.6354
40.794874,3118.441
40.795287,3118.4697
40.797633,3118.4445
40.797799,3118.1945
40.798375,3118.3681
40.803542,3118.4286
40.808671,3118.4434
40.820056,3118.3317
40.820376,3118.4833
40.820415,3118.267
40.821604,3118.3783
40.822482,3118.4047
40.823183,3118.3212
40.8232,3118.3243
40.826134,3118.3301
40.828786,3118.4462
40.83848,3118.2413
40.838706,3118.4896
40.839578,3118.1805
40.839809,3118.2993
40.840521,3118.405
40.841862,3118.2891
40.842642,3118.0817
40.854834,3118.2288
40.855401,3118.1661
40.858355,3118.2056
40.860159,3118.1207
40.860444,3118.3138
40.86228,3118.2228
40.8633,3118.0817
40.864421,3118.2683
40.866952,3118.2423
40.867916,3118.1585
40.872119,3118.2594
40.880746,3118.2405
40.882629,3118.1499
40.885418,3118.0734
40.886284,3118.2229
40.888862,3118.1642
40.88939,3118.0571
40.890354,3118.1614
40.890677,3118.1078
40.898099,3117.9233
40.898283,3118.1154
40.898609,3118.1558
40.902795,3117.9546
40.905295,3117.9528
40.906838,3117.8444
40.907663,3117.9693
40.907855,3117.991
40.911293,3117.9724
40.916716,3118.2943
40.927985,3118.1666
40.931551,3117.8975
40.932616,3118.08
40.932687,3118.001
40.932865,3117.8799
40.934209,3117.9931
40.935642,3117.9028
40.940216,3118.0414
40.951512,3117.8492
40.952437,3117.8482
40.954825,3117.8788
40.955342,3117.6554
40.956053,3117.8399
40.956929,3117.842
40.957688,3117.8599
40.960055,3117.7701
40.960171,3117.7411
40.966899,3117.8179
40.974445,3117.8223
40.975326,3117.79
40.976222,3117.5922
40.976863,3117.7675
40.977156,3117.6327
40.977637,3117.7828
40.981016,3117.8816
40.981615,3117.9624
40.993546,3117.7698
40.997111,3117.7906
40.998903,3117.7623
41.000606,3117.6484
41.001487,3117.7993
41.001665,3117.864
41.001893,3117.6952
41.002116,3117.7823
41.003747,3117.9402
41.013575,3117.7591
41.016921,3117.641
41.016995,3117.6457
41.018274,3117.7202
41.021234,3117.6595
41.021626,3117.7498
41.023352,3117.5249
41.028712,3117.5672
41.036612,3117.7888
41.042566,3117.5616
41.04272,3117.5073
41.04323,3117.6782
41.044633,3117.7359
41.048483,3117.4968
41.048703,3117.6546
41.048979,3117.761
41.053351,3117.6821
41.056427,3117.4449
41.064354,3117.5967
41.064464,3117.3971
41.067056,3117.6744
41.067308,3117.5501
41.068646,3117.5034
41.068711,3117.559
41.069575,3117.6478
41.071076,3117.7096
41.075558,3117.4123
41.08885,3117.6694
41.088948,3117.5695
41.089117,3117.5945
41.090369,3118.532
41.091639,3117.5445
41.093573,3117.4704
41.094436,3117.4961
41.094558,3118.4811
41.098375,3118.585
41.107058,3118.4641
41.108598,3118.392
41.110149,3117.2171
41.110983,3118.3924
41.114937,3118.5056
41.115204,3118.3324
41.116298,3117.4123
41.117319,3117.4786
41.126102,3118.3978
41.12747,3118.4511
41.132545,3118.3855
41.133091,3117.4098
41.133195,3118.177
41.133563,3118.2417
41.133839,3118.4115
41.133948,3118.3673
41.138929,3118.1841
41.145028,3118.4071
41.15242,3118.2728
41.158534,3118.3689
41.159898,3118.5223
41.160456,3118.2984
41.161106,3118.223
41.164022,3118.4511
41.16422,3118.2642
41.16983,3118.4363
41.170619,3118.269
41.1774,3118.2558
41.17756,3118.3304
41.182683,3118.3718
41.182968,3118.4274
41.184591,3118.3164
41.18551,3118.362
41.185946,3118.4082
41.186596,3118.281
41.188548,3118.5547
41.196335,3118.2961
41.197658,3118.2292
41.199132,3118.2421
41.200138,3118.0219
41.200633,3118.2446
41.201556,3118.1432
41.201938,3118.3308
41.203404,3118.1225
41.210496,3118.1588
41.216017,3118.1132
41.217162,3118.0964
41.217289,3118.0929
41.219624,3118.2691
41.22011,3117.8872
41.220538,3118.1597
41.221128,3118.0765
41.22596,3118.1498
41.229532,3118.0706
41.238372,3118.0368
41.239905,3117.9741
41.241863,3117.9193
41.243159,3117.9918
41.243681,3118.0949
41.243702,3117.9365
41.244141,3118.0013
41.250412,3118.0141
41.264381,3118.0991
41.264538,3117.932
41.264749,3117.9911
41.266463,3117.8823
41.266683,3117.9635
41.267775,3117.9683
41.269133,3118.0186
41.269261,3117.9296
41.269287,3117.8937
41.271168,3117.8032
41.281046,3118.0037
41.286493,3117.8625
41.289667,3117.8374
41.291808,3117.8166
41.291811,3117.8487
41.292523,3117.7674
41.293004,3117.8692
41.296848,3117.7139
41.304629,3117.6865
41.308239,3117.9173
41.308426,3117.7522
41.308441,3117.7611
41.309559,3117.8728
41.310075,3117.8208
41.311306,3117.7931
41.312502,3117.9772
41.31392,3117.8861
41.319577,3117.7571
41.330318,3117.8397
41.331303,3117.8911
41.332015,3117.7446
41.332119,3117.6597
41.333109,3117.7589
41.333207,3117.685
41.333492,3117.8967
41.341145,3117.8266
41.349585,3117.811
41.354453,3117.6908
41.35571,3117.6256
41.356526,3117.6124
41.356603,3117.6801
41.356737,3117.8669
41.358561,3117.7355
41.358653,3117.7463
41.359668,3117.646
41.364233,3117.6978
41.364799,3117.7148
41.373079,3117.5838
41.373453,3117.7537
41.374687,3117.6862
41.376627,3117.5793
41.378193,3117.7225
41.382144,3117.7373
41.385713,3117.6309
41.395294,3117.3976
41.396587,3117.595
41.399139,3117.6402
41.399471,3117.4644
41.39948,3117.552
41.400177,3117.5836
41.401526,3117.8832
41.402075,3117.3424
41.40659,3117.5653
41.411265,3117.4566
41.417435,3117.291
41.419402,3117.2433
41.422481,3117.5423
41.422941,3117.4863
41.423315,3117.3026
41.423783,3117.4437
41.426242,3117.4452
41.428722,3117.3797
41.441077,3117.5762
41.442819,3117.4738
41.44308,3117.3182
41.445589,3117.3537
41.44688,3117.3442
41.447909,3117.449
41.448944,3117.1124
41.449472,3117.3071
41.45,3117.3025
41.457796,3117.0855
41.464245,3117.2787
41.465835,3117.2381
41.467298,3117.2475
41.468066,3117.1736
41.470127,3117.187
41.470653,3117.0036
41.471525,3117.3481
41.478751,3117.2613
41.484158,3116.9805
41.487688,3117.1724
41.487988,3117.2752
41.488507,3117.2143
41.489848,3117.2062
41.490868,3117.1737
41.491637,3116.78
41.4956,3117.1737
41.498062,3117.0902
41.506564,3117.299
41.509589,3117.1242
41.51053,3116.9697
41.511699,3117.133
41.512188,3117.1848
41.514175,3116.9687
41.514659,3117.0617
41.519708,3116.8935
41.526216,3117.0678
41.534199,3117.0291
41.535216,3117.0377
41.535344,3117.0699
41.536329,3117.1061
41.537583,3117.1732
41.53863,3117.0904
41.538696,3117.1221
41.539031,3117.0115
41.53982,3117.0528
41.543039,3117.0623
41.551413,3117.0104
41.553391,3116.9067
41.555124,3116.9347
41.55645,3116.7904
41.556675,3117.0414
41.558057,3117.0911
41.567158,3116.965
41.571421,3116.8323
41.573079,3116.7768
41.573314,3117.0378
41.573527,3116.974
41.574266,3116.8356
41.575607,3116.9117
41.577707,3116.8407
41.577947,3116.8454
41.581857,3116.8554
41.590551,3117.0287
41.592868,3116.7429
41.593209,3116.7943
41.597528,3116.6947
41.598015,3116.8597
41.598092,3116.4011
41.598205,3116.6479
41.59859,3116.8486
41.602417,3116.8635
41.605953,3116.7558
41.610058,3117.1246
41.622707,3117.8338
41.623152,3116.7848
41.623591,3116.9262
41.625015,3116.7735
41.625668,3118.0499
41.626896,3117.8235
41.628299,3117.8446
41.630927,3117.8087
41.635599,3116.6955
41.643166,3117.6978
41.643285,3117.414
41.644593,3117.6835
41.644712,3117.6905
41.645599,3117.9139
41.64704,3117.6585
41.659547,3117.4675
41.66006,3117.7507
41.662365,3117.7514
41.662896,3116.6058
41.665005,3117.7133
41.665091,3117.6811
41.666447,3117.6599
41.667366,3117.6936
41.669179,3117.5832
41.677746,3117.6743
41.678294,3117.7224
41.683589,3117.5759
41.6852,3117.5276
41.687146,3117.7201
41.687158,3117.641
41.687817,3117.6096
41.688104,3117.6918
41.691361,3117.5373
41.694295,3117.601
41.703992,3117.3142
41.708136,3117.4974
41.709385,3117.5562
41.710468,3117.6355
41.71185,3117.5716
41.712829,3117.5398
41.712948,3117.3679
41.713366,3117.5129
41.715306,3117.622
41.72277,3117.594
41.729628,3117.4763
41.730509,3117.4287
41.731221,3117.3924
41.731307,3117.3764
41.731779,3117.3989
41.73196,3117.4851
41.736997,3117.6782
41.740313,3117.5223
41.75335,3117.6298
41.753982,3117.4751
41.755127,3117.5692
41.755848,3117.4929
41.756281,3117.4863
41.758272,3117.1885
41.759998,3117.558
41.762092,3117.6333
41.768633,3117.4962
41.77647,3117.2921
41.781249,3117.3475
41.781721,3117.2719
41.781905,3117.4569
41.781943,3117.4755
41.782833,3117.5545
41.782964,3117.5486
41.786847,3117.4392
41.793634,3117.355
41.795001,3117.3996
41.795989,3117.4773
41.798389,3117.3873
41.798917,3117.5023
41.800285,3117.4544
41.800498,3117.6533
41.80132,3117.2706
41.803307,3117.2226
41.806757,3117.4473
41.814876,3117.4512
41.822233,3117.3855
41.822515,3117.3547
41.822678,3117.6533
41.823369,3117.1859
41.825923,3117.3174
41.826721,3117.3943
41.832586,3117.2519
41.839572,3117.1728
41.84241,3117.3306
41.842817,3117.1792
41.843636,3117.1916
41.844027,3117.1132
41.8447,3117.3069
41.845151,3117.2963
41.845662,3117.1536
41.846335,3117.3079
41.85543,3117.1311
41.855789,3116.932
41.858073,3117.039
41.860962,3117.0051
41.863383,3117.0409
41.863706,3117.0599
41.863727,3117.1005
41.863819,3117.1351
41.866803,3116.6716
41.8809,3116.8643
41.883163,3116.8897
41.885687,3117.0733
41.888668,3116.8539
41.88925,3116.8639
41.889591,3116.9444
41.890973,3116.8758
41.892204,3116.7543
41.893124,3116.7928
41.898238,3116.9695
41.903667,3116.8141
41.906236,3116.9188
41.908116,3116.9526
41.908965,3116.8667
41.909389,3116.7431
41.91116,3116.8054
41.913011,3116.8992
41.916775,3116.9134
41.92285,3116.8388
41.925019,3116.7012
41.925339,3116.754
41.926828,3116.8454
41.927528,3116.8544
41.927629,3116.7168
41.928021,3116.7747
41.931032,3116.6996
41.933876,3116.743
41.941886,3116.7375
41.948602,3116.6246
41.948869,3116.5958
41.950201,3116.7436
41.950381,3116.6981
41.951515,3116.7425
41.952482,3116.7824
41.957088,3116.6981
41.958658,3116.6176
41.970835,3116.7692
41.973223,3116.6041
41.974475,3116.6966
41.974721,3116.3455
41.97508,3116.5444
41.975643,3116.7159
41.976741,3116.5793
41.977103,3116.5692
41.977224,3116.6384
41.986257,3116.6563
41.991131,3116.4857
41.991439,3116.5194
41.992644,3116.5117
41.993255,3116.6257
41.993326,3116.4163
41.993551,3115.4523
41.998304,3116.5917
42.007052,3116.5939
42.009953,3116.4803
42.014269,3116.1175
42.015123,3116.3716
42.01606,3116.4616
42.016541,3116.5917
42.017114,3116.4321
42.019297,3116.4661
42.021563,3116.4557
42.026191,3116.4158
42.032785,3116.3262
42.033743,3116.3796
42.034218,3116.4015
42.03495,3116.4272
42.037294,3116.5311
42.038083,3116.269
42.039186,3116.2753
42.048851,3116.3868
42.053654,3116.271
42.054689,3116.5565
42.055911,3116.263
42.057863,3115.9855
42.059204,3116.351
42.059839,3115.509
42.060823,3116.3963
42.063045,3116.2628
42.063725,3116.1551
42.064306,3116.3592
42.070885,3117.2081
42.079654,3115.8617
42.08017,3116.8624
42.081523,3116.8444
42.082843,3117.0783
42.083807,3116.2324
42.084896,3116.2444
42.093083,3117.0161
42.095225,3116.224
42.095922,3116.134
42.097438,3116.8064
42.097868,3117.031
42.097915,3117.0583
42.100615,3116.805
42.101327,3116.9866
42.103335,3116.7505
42.106476,3116.994
42.11464,3117.1874
42.119635,3116.0646
42.120217,3117.1613
42.12121,3116.9195
42.122646,3117.2398
42.123456,3116.1213
42.123498,3116.0716
42.126022,3117.0727
42.130739,3117.0202
42.140056,3117.0396
42.146638,3116.835
42.14714,3116.5468
42.148056,3116.9468
42.148347,3116.3857
42.149646,3116.6202
42.149706,3116.8971
42.151693,3116.7954
42.152174,3116.7714
42.156656,3117.0686
42.166056,3115.9923
42.166418,3116.5313
42.167282,3117.1245
42.167341,3116.7006
42.167804,3116.5309
42.168628,3117.0171
42.176552,3116.8474
42.182398,3117.0456
42.183626,3116.0953
42.184697,3115.8248
42.186347,3116.6223
42.186943,3116.7076
42.187515,3116.7394
42.189681,3116.5592
42.189779,3116.5531
42.190577,3116.6476
42.19241,3115.8241
42.195557,3116.7911
42.200188,3116.0898
42.203587,3115.8525
42.203632,3116.4909
42.205171,3116.5547
42.205833,3116.4582
42.207319,3116.5513
42.208749,3116.657
42.21499,3115.7678
42.222486,3116.4026
42.222922,3116.9298
42.225898,3115.7145
42.226449,3115.782
42.228268,3116.8364
42.22841,3115.7411
42.228962,3115.7827
42.229514,3116.558
42.23119,3115.8113
42.243301,3116.0791
42.244619,3115.9723
42.244684,3116.2557
42.245651,3116.7686
42.245826,3116.2638
42.24636,3116.8669
42.250462,3116.5154
42.256718,3116.309
42.263773,3116.448
42.264823,3115.5616
42.267133,3116.4173
42.269035,3116.6611
42.269883,3115.8534
42.272209,3115.5725
42.272295,3116.3593
42.272556,3115.7177
42.274033,3115.5891
42.278999,3115.4457
42.286178,3116.1206
42.288287,3116.3387
42.290868,3115.6251
42.292173,3115.5318
42.292811,3115.9518
42.296293,3116.5631
42.298002,3116.6153
42.29966,3115.9723
42.30289,3116.5765
42.312564,3116.292
42.313931,3116.2977
42.314362,3115.5227
42.314682,3115.3958
42.314712,3116.4223
42.315296,3115.4872
42.315388,3115.4969
42.315412,3115.7886
42.31637,3116.3697
42.319333,3115.8388
42.31936,3116.2103
42.325892,3116.6287
42.326236,3116.0787
42.32968,3116.3817
42.331582,3116.2275
42.331596,3115.5204
42.340783,3115.5818
42.345251,3115.4443
42.346769,3115.4174
42.347917,3116.2787
42.348617,3115.9518
42.349398,3115.3248
42.349478,3116.3895
42.351249,3116.245
42.352183,3115.613
42.356404,3115.4954
42.365751,3115.4537
42.366733,3116.1052
42.375567,3115.2535
42.376439,3115.286
42.377231,3115.6098
42.378376,3115.4053
42.378385,3115.2863
42.380302,3115.3643
42.389658,3115.2203
42.397875,3115.1959
42.399037,3115.2057
42.400055,3115.9893
42.400758,3115.1908
42.401241,3115.6531
42.402084,3115.206
42.402244,3115.2961
42.404519,3115.2226
42.40486,3115.29
42.407495,3115.223
42.418791,3115.2843
42.420117,3115.1421
42.421345,3115.1157
42.422635,3115.1616
42.423709,3115.1481
42.42653,3115.0619
42.434032,3115.1261
42.437532,3115.1004
42.438351,3115.0803
42.439754,3115.0047
42.439846,3115.0601
42.441961,3115.1422
42.443468,3115.0258
42.44426,3115.0947
42.445034,3115.1289
42.445272,3115.0642
42.448205,3115.0085
42.452584,3114.9541
42.460368,3114.9909
42.463755,3114.8997
42.464064,3114.9467
42.4645,3115.0156
42.465752,3115.2905
42.466197,3114.9454
42.466974,3115.004
42.479554,3114.9774
42.484823,3114.886
42.485208,3114.9367
42.487196,3114.9288
42.487276,3114.7802
42.487905,3114.8341
42.488961,3115.0244
42.489198,3115.0047
42.490512,3114.8234
42.491815,3114.7423
42.503603,3114.8535
42.505421,3114.7884
42.507474,3114.7237
42.508328,3114.802
42.509281,3114.7178
42.510764,3114.8129
42.511173,3114.7735
42.518343,3114.7314
42.521271,3114.6603
42.521923,3114.7445
42.522876,3114.6499
42.524193,3114.7921
42.5251,3114.6726
42.52516,3114.6909
42.526352,3114.7716
42.52745,3114.7571
42.528283,3114.7626
42.536696,3114.6778
42.5403,3114.6712
42.54453,3114.5685
42.547289,3114.6053
42.548873,3114.6684
42.549182,3114.6003
42.55027,3114.6432
42.550324,3114.5346
42.550804,3114.6715
42.559487,3115.5995
42.564465,3114.4673
42.567461,3114.5543
42.567573,3114.6015
42.568852,3114.5101
42.569837,3114.5956
42.569881,3114.567
42.569926,3114.5495
42.570371,3114.5043
42.575384,3114.4733
42.578935,3114.4835
42.58328,3114.3868
42.583622,3115.4092
42.586668,3115.4246
42.587496,3114.4369
42.587967,3115.4083
42.588148,3115.4233
42.594781,3114.4015
42.602612,3114.4566
42.605692,3115.366
42.607863,3115.4026
42.608673,3115.3316
42.610227,3115.449
42.610574,3114.476
42.611589,3115.4601
42.6122,3115.4611
42.616875,3115.3826
42.619999,3115.3525
42.625789,3115.2806
42.633505,3115.264
42.633763,3115.3758
42.635501,3115.3424
42.635981,3115.2897
42.636578,3115.2739
42.637076,3115.315
42.644833,3115.6669
42.65076,3115.2694
42.655239,3115.3076
42.656444,3115.3282
42.65774,3115.2605
42.658698,3115.1757
42.658763,3115.2529
42.658959,3115.21
42.65928,3115.1503
42.661493,3115.314
42.666034,3115.2218
42.671409,3115.2016
42.67307,3115.1957
42.674788,3115.1856
42.675313,3115.2277
42.676962,3115.2649
42.677022,3115.2051
42.681121,3115.22
42.690863,3115.2752
42.691679,3115.1359
42.693565,3115.1427
42.694657,3115.1981
42.695265,3115.2074
42.695591,3115.2084
42.698341,3115.2274
42.699228,3115.1452
42.700044,3115.1944
42.700679,3115.106
42.709456,3115.1982
42.715867,3115.0674
42.72093,3115.055
42.721067,3115.0675
42.72322,3115.0215
42.723831,3115.1274
42.724033,3115.1163
42.724173,3115.0968
42.729411,3115.098
42.737652,3115.0204
42.742962,3115.1404
42.74351,3115.0984
42.744522,3115.1209
42.747764,3115.0318
42.748607,3115.0456
42.749689,3114.9191
42.750772,3115.0316
42.751119,3115.0612
42.75454,3115.0122
42.766183,3114.9478
42.767974,3114.8745
42.769383,3114.9049
42.769401,3115.0547
42.77046,3115.1129
42.770781,3114.8747
42.772246,3114.9123
42.777749,3114.9394
42.78329,3114.8329
42.785141,3114.826
42.785298,3114.8957
42.786384,3114.9026
42.786544,3114.8658
42.788009,3115.0005
42.789487,3115.0093
42.792115,3114.8436
42.796443,3114.9513
42.799208,3115.0188
42.807819,3114.8237
42.809394,3114.8131
42.809839,3114.8903
42.809931,3114.847
42.81096,3115.0185
42.811491,3114.8475
42.81255,3114.8431
42.816092,3114.782
42.829747,3114.7563
42.830138,3114.7444
42.830877,3114.8026
42.830892,3114.8288
42.83099,3114.7159
42.834146,3114.7164
42.834425,3114.802
42.837263,3114.8105
42.838806,3114.8048
42.839456,3114.7582
42.845614,3114.6142
42.847679,3114.6818
42.849476,3114.6714
42.85009,3114.646
42.851888,3114.6771
42.852173,3114.7078
42.856943,3114.6612
42.865925,3114.6534
42.86631,3114.6819
42.868206,3114.6701
42.869307,3114.6964
42.870182,3114.6585
42.871653,3114.6298
42.87362,3114.6419
42.874246,3114.6628
42.876393,3114.6354
42.876877,3114.6122
42.885153,3114.6389
42.886058,3114.5827
42.886853,3114.5861
42.889256,3114.5974
42.889561,3114.5574
42.890401,3114.5631
42.892634,3114.6484
42.894491,3114.5539
42.899866,3114.5668
42.910593,3114.5657
42.913138,3114.5597
42.91455,3114.5489
42.915677,3114.5865
42.916036,3114.535
42.916727,3114.5674
42.918991,3114.6005
42.919744,3114.5298
42.921669,3114.5692
42.924606,3114.5337
42.925369,3114.5126
42.926395,3114.5109
42.928459,3114.5118
42.929299,3114.5179
42.931841,3114.4806
42.932461,3114.4593
42.938694,3114.4869
42.947139,3114.4551
42.948056,3114.5206
42.95063,3114.4587
42.951138,3114.4884
42.95125,3114.4713
42.952363,3114.4353
42.952446,3114.4332
42.954501,3114.4178
42.9571,3114.4719
42.961087,3114.4794
42.968889,3114.4944
42.970722,3114.4819
42.973208,3114.5054
42.975883,3114.473
42.976414,3114.4302
42.976474,3114.4755
42.976833,3114.4829
42.980603,3114.4596
42.982561,3114.4493
42.992792,3114.3361
42.994462,3114.3658
42.994937,3114.4025
42.995826,3114.4723
42.997556,3114.4653
42.998481,3114.3948
42.999617,3114.4701
43.000777,3114.3952
43.006319,3114.4026
43.012759,3114.3212
43.019543,3114.2943
43.021056,3114.2293
43.021474,3115.329
43.021693,3114.4493
43.022841,3115.2546
43.023838,3114.2903
43.026858,3115.2365
43.032402,3115.2676
43.037303,3115.141
43.0398,3115.2764
43.040044,3115.2518
43.040619,3115.211
43.041506,3115.1946
43.04215,3114.2204
43.043755,3115.1618
43.047181,3115.2306
43.053532,3115.2503
43.059126,3115.111
43.060242,3115.123
43.062671,3115.1324
43.062986,3115.1336
43.063193,3115.1204
43.064303,3115.1247
43.064611,3115.1246
43.068705,3115.0355
43.077649,3115.0581
43.077924,3115.123
43.079037,3115.1289
43.080375,3115.151
43.08249,3115.1893
43.083448,3115.1588
43.08359,3115.1393
43.083911,3115.0936
43.086049,3115.0729
43.086577,3115.0959
43.094794,3115.0675
43.098784,3115.0428
43.09963,3115.103
43.102243,3115.1024
43.102899,3115.0562
43.10318,3115.0324
43.104014,3115.0237
43.110092,3115.0045
43.11833,3114.9646
43.119911,3114.9812
43.120522,3114.9821
43.1228,3115.0114
43.123002,3115.0186
43.123551,3115.0604
43.123963,3114.977
43.126137,3115.0411
43.128048,3114.8676
43.133717,3114.973
43.141616,3114.9022
43.142085,3114.9085
43.142369,3114.9869
43.142809,3114.9944
43.143639,3114.8699
43.144114,3114.8981
43.145449,3114.8558
43.151049,3114.8186
43.16069,3114.8754
43.161179,3114.7368
43.162894,3114.8371
43.165463,3114.7633
43.166118,3114.8922
43.166578,3114.7492
43.167792,3114.8169
43.167904,3114.7849
43.170363,3114.8056
43.174359,3114.7499
43.178767,3114.7434
43.179761,3114.751
43.182395,3114.7267
43.184875,3114.8136
43.185824,3114.659
43.186966,3114.8405
43.188883,3114.6812
43.192398,3114.6944
43.198974,3114.7207
43.199173,3114.6914
43.200048,3114.6724
43.20219,3114.6636
43.203338,3114.7884
43.204382,3114.727
43.205287,3114.7018
43.205575,3114.6874
43.2093,3114.7291
43.211955,3114.7775
43.220679,3114.7476
43.220804,3114.7525
43.222981,3114.714
43.223233,3114.7963
43.224405,3114.7573
43.224711,3114.735
43.227161,3114.7397
43.230181,3114.7071
43.23865,3114.6472
43.241483,3114.7679
43.242459,3114.7286
43.2428,3114.5686
43.245375,3114.6476
