stress_MPa,vT_m_s
36.14917,3119.2728
36.151451,3119.2671
36.15497,3119.2551
36.162742,3119.2222
36.172196,3119.1983
36.176811,3119.2091
36.180828,3119.1878
36.181166,3119.1444
36.184791,3119.1936
36.185191,3119.2566
36.186425,3119.1253
36.189718,3119.0425
36.197377,3119.1027
36.203438,3119.1918
36.212278,3119.1542
36.221085,3119.2476
36.223683,3119.1859
36.223909,3119.2282
36.224437,3119.1994
36.227549,3119.136
36.230731,3119.1789
36.234036,3119.0342
36.246065,3119.1821
36.251959,3119.1828
36.253199,3119.1327
36.256011,3119.162
36.259894,3119.1608
36.262427,3119.0715
36.262941,3119.1374
36.263762,3119.1081
36.266417,3119.0991
36.271546,3119.1345
36.278354,3119.1047
36.290383,3119.1734
36.292216,3119.1499
36.292596,3119.1945
36.293625,3119.1244
36.293851,3119.0983
36.303388,3119.0763
36.3083,3119.1542
36.320195,3119.0044
36.322016,3119.0606
36.325971,3119.1561
36.329874,3119.0105
36.331295,3119.0238
36.33215,3119.0028
36.332482,3119.0866
36.338504,3119.042
36.342832,3118.9642
36.349159,3118.9119
36.357429,3119.0418
36.366409,3118.9985
36.367883,3118.9088
36.368194,3118.8643
36.372644,3118.9036
36.372769,3118.9256
36.376302,3118.8345
36.382202,3118.8908
36.389722,3118.9203
36.398481,3118.9681
36.403972,3118.8458
36.406968,3118.7731
36.409321,3118.8598
36.409487,3118.8883
36.410629,3119.8688
36.412901,3118.8535
36.413921,3118.8958
36.420827,3119.8119
36.433713,3118.8152
36.437273,3119.7771
36.439231,3118.8537
36.439765,3119.9073
36.439866,3118.864
36.442227,3119.8291
36.450384,3119.8118
36.462671,3118.8404
36.46287,3119.8192
36.466993,3119.8622
36.468275,3119.7267
36.469435,3119.7684
36.470805,3119.7991
36.473546,3119.7515
36.47675,3119.7992
36.481935,3119.7602
36.486844,3119.6587
36.492255,3119.7251
36.49998,3119.72
36.507304,3119.7731
36.51275,3119.6599
36.512889,3119.7526
36.513296,3119.6806
36.515435,3119.7853
36.516769,3119.6473
36.523159,3119.7054
36.536635,3119.6479
36.541738,3119.5959
36.541963,3119.6625
36.546982,3119.6171
36.548958,3119.6145
36.549361,3119.5221
36.549661,3119.5789
36.551909,3119.6331
36.553858,3119.6298
36.561805,3119.5181
36.574875,3119.5515
36.576183,3119.5082
36.57667,3119.5955
36.580354,3119.5238
36.580556,3119.5952
36.580678,3119.5934
36.587343,3119.5987
36.595421,3119.5797
36.602137,3119.5005
36.610045,3119.5426
36.610947,3119.454
36.610967,3119.6292
36.613735,3119.4987
36.614207,3119.478
36.616897,3119.4205
36.623314,3119.4331
36.627722,3119.4955
36.638588,3119.4917
36.645968,3119.5848
36.648706,3119.554
36.648884,3119.5111
36.649815,3119.5383
36.649821,3119.5395
36.649967,3119.5717
36.656152,3119.5262
36.658145,3119.4915
36.674641,3119.5408
36.67535,3119.502
36.675792,3119.5134
36.679942,3119.5423
36.682956,3119.4921
36.683374,3119.4321
36.683552,3119.5092
36.688032,3119.4228
36.690274,3119.3543
36.700929,3119.4212
36.709864,3119.4019
36.711386,3119.4134
36.716301,3119.3821
36.716453,3119.3709
36.717212,3119.4395
36.719668,3119.3189
36.727327,3119.3376
36.73949,3119.4132
36.742598,3119.4211
36.746651,3119.2628
36.74738,3119.2953
36.748077,3119.4003
36.751702,3119.3044
36.751723,3119.355
36.753823,3119.2498
36.758157,3119.2171
36.763651,3119.2729
36.771286,3119.2584
36.783294,3119.1887
36.783452,3119.2539
36.785113,3119.2064
36.785576,3119.2323
36.788064,3119.2512
36.789963,3119.2572
36.795851,3119.215
36.803175,3119.2477
36.815005,3119.1374
36.81971,3119.2158
36.819921,3119.2424
36.823198,3119.2657
36.823744,3119.2549
36.825275,3119.2812
36.826411,3119.1773
36.832486,3119.2657
36.835542,3119.2147
36.84183,3119.2549
36.853654,3119.1551
36.85574,3119.2066
36.856182,3119.1444
36.857864,3119.196
36.858125,3119.1807
36.860581,3119.1126
36.868332,3119.0919
36.880423,3119.115
36.883138,3119.1511
36.887786,3119.1565
36.888759,3119.029
36.889322,3119.1306
36.891722,3119.1544
36.89198,3119.1745
36.892511,3119.0902
36.89643,3119.0623
36.90373,3119.033
36.912199,3119.051
36.921318,3119.0833
36.921357,3119.0457
36.922914,3119.0097
36.923875,3119.0029
36.925696,3119.1097
36.927242,3119.0446
36.928167,3119.0126
36.935417,3118.9543
36.944047,3119.0602
36.953156,3119.01
36.954936,3118.963
36.95668,3119.0007
36.958671,3118.9846
36.959107,3119.0215
36.959935,3118.954
36.960187,3118.9431
36.964402,3119.0222
36.972219,3119.0635
36.980605,3118.9735
36.981417,3119.0196
36.981438,3119.0474
36.982711,3119.0512
36.98374,3118.9438
36.986425,3118.9621
36.993339,3119.0283
37.00091,3118.9603
37.013374,3118.9856
37.015172,3118.9772
37.016213,3118.9787
37.017328,3118.9422
37.017539,3118.9694
37.017865,3118.9375
37.022621,3119.0231
37.027966,3118.976
37.032697,3118.9585
37.040606,3118.9119
37.043753,3118.7412
37.044174,3118.9705
37.046171,3118.8956
37.04728,3118.8444
37.047719,3118.7972
37.048538,3118.8887
37.051003,3118.9251
37.066977,3118.8102
37.070116,3118.8795
37.073364,3118.8765
37.077843,3118.7477
37.080154,3118.8536
37.080344,3118.7239
37.085182,3118.8291
37.086389,3118.8463
37.087003,3118.8238
37.093624,3118.8146
37.10131,3118.8445
37.107632,3118.8436
37.108958,3118.8889
37.109394,3118.8122
37.109972,3118.9143
37.110803,3118.783
37.113917,3118.9199
37.121867,3118.8638
37.127622,3118.8145
37.133362,3118.8851
37.135175,3118.9024
37.136782,3118.8574
37.137942,3118.7886
37.139805,3118.8173
37.140606,3118.898
37.142448,3118.7922
37.148384,3118.7964
37.158671,3118.8681
37.166082,3118.7636
37.166835,3118.775
37.167532,3118.6971
37.168885,3118.9156
37.169941,3118.7529
37.172406,3118.7717
37.175627,3118.7191
37.183877,3118.7794
37.193734,3118.7731
37.200794,3118.7205
37.202052,3118.7359
37.202607,3118.7332
37.204081,3118.7402
37.204455,3118.7679
37.20557,3118.7265
37.207113,3118.7268
37.210471,3118.6923
37.213428,3118.7071
37.225104,3118.706
37.229129,3118.6804
37.230055,3118.7343
37.23061,3118.7019
37.232128,3118.7116
37.232315,3118.7069
37.241609,3118.7042
37.250078,3118.6331
37.250212,3118.6827
37.255249,3118.6979
37.25588,3118.6775
37.257714,3118.7067
37.257981,3118.6478
37.259126,3118.6707
37.259455,3118.7127
37.265198,3118.7164
37.271932,3118.6451
37.276271,3118.6587
37.286194,3118.7108
37.290652,3119.5943
37.290667,3119.6274
37.29374,3119.591
37.294969,3118.678
37.295138,3119.5965
37.299857,3119.5173
37.306093,3119.6169
37.315208,3119.6373
37.320106,3119.6685
37.322666,3119.5728
37.32309,3119.6227
37.324244,3119.6606
37.324876,3119.6037
37.326718,3119.68
37.32802,3119.54
37.332372,3119.7062
37.337723,3119.5862
37.348945,3119.6923
37.349245,3119.5955
37.349577,3119.5629
37.349841,3119.6272
37.350348,3119.6208
37.350755,3119.6361
37.355115,3119.5776
37.369286,3119.5471
37.372905,3119.6509
37.373839,3119.6568
37.377218,3119.5842
37.377473,3119.6396
37.378766,3119.5118
37.381739,3119.5802
37.382213,3119.5852
37.383646,3119.5981
37.392637,3119.503
37.40189,3119.5276
37.407582,3119.4809
37.412551,3119.4019
37.412907,3119.4476
37.41466,3119.5332
37.414933,3119.5292
37.414945,3119.5299
37.418721,3119.4776
37.421566,3119.4919
37.434116,3119.3948
37.435875,3119.3678
37.441141,3119.4583
37.442606,3119.4386
37.442698,3119.4878
37.443383,3119.5165
37.444359,3119.3931
37.44586,3119.4512
37.452122,3119.3638
37.454991,3119.3602
37.466429,3119.3355
37.468088,3119.2683
37.471813,3119.3553
37.472697,3119.3972
37.473166,3119.2722
37.476898,3119.3678
37.483759,3119.356
37.492798,3119.3616
37.494563,3119.3088
37.495565,3119.3771
37.497126,3119.4277
37.500054,3119.3708
37.500255,3119.304
37.502139,3119.3243
37.502341,3119.3922
37.504177,3119.4009
37.513628,3119.285
37.522859,3119.3298
37.526306,3119.2654
37.528205,3119.3034
37.529608,3119.2741
37.529934,3119.2442
37.530907,3119.2646
37.533378,3119.3215
37.538563,3119.2913
37.542957,3119.3443
37.553351,3119.1937
37.560159,3119.2915
37.560218,3119.3119
37.560877,3119.2578
37.561897,3119.2122
37.562745,3119.2793
37.563045,3119.2329
37.567785,3119.2683
37.572938,3119.2379
37.581985,3119.1675
37.582502,3119.205
37.58607,3119.1762
37.587141,3119.2288
37.58734,3119.2347
37.589763,3119.1865
37.592409,3119.102
37.606206,3119.1963
37.608297,3119.2228
37.609739,3119.2374
37.613017,3119.2552
37.614192,3119.2403
37.614417,3119.1987
37.614625,3119.1579
37.616218,3119.1315
37.617852,3119.258
37.624464,3119.2603
37.632835,3119.1871
37.640661,3119.0744
37.642862,3119.2967
37.643161,3119.1321
37.643562,3119.1538
37.646158,3119.1801
37.647911,3119.1148
37.655813,3119.1321
37.656326,3119.1424
37.668346,3119.1585
37.675893,3119.0282
37.676062,3119.081
37.678325,3119.1002
37.680737,3119.0228
37.680752,3119.0049
37.681763,3119.0757
37.683712,3118.997
37.684056,3119.0838
37.692261,3119.0544
37.702338,3119.037
37.702454,3118.9822
37.70305,3118.9959
37.705311,3119.0645
37.705981,3119.0311
37.707224,3119.0162
37.709167,3118.9794
37.717422,3119.0914
37.724379,3119.0223
37.726158,3118.9497
37.726933,3118.9476
37.727167,3118.9988
37.728855,3118.9708
37.73019,3119.0028
37.732934,3118.9263
37.736392,3118.891
37.740359,3118.8883
37.752725,3118.9574
37.755016,3118.9644
37.75557,3118.9815
37.755843,3118.9866
37.756617,3118.9514
37.758198,3118.9432
37.763283,3118.9617
37.764994,3118.9486
37.771179,3118.9704
37.780251,3118.9869
37.781719,3118.9118
37.785024,3118.8943
37.786017,3118.8671
37.786284,3118.8784
37.78691,3118.9145
37.788741,3118.949
37.792609,3118.8929
37.796447,3118.8058
37.804231,3118.9367
37.810897,3118.7684
37.812537,3118.7398
37.81464,3118.8751
37.815744,3118.7276
37.816693,3118.832
37.817387,3118.8463
37.830074,3119.7491
37.835817,3118.83
37.838413,3118.7266
37.838974,3118.7925
37.839389,3118.8644
37.839588,3118.7644
37.841353,3118.849
37.84431,3118.8923
37.845004,3118.7731
37.84628,3118.7734
37.859477,3118.8539
37.864482,3118.8891
37.866063,3118.8295
37.867988,3118.7634
37.869077,3118.8631
37.869139,3118.8652
37.875493,3119.8935
37.876555,3119.8758
37.877554,3118.7968
37.894074,3119.7232
37.89767,3118.7108
37.901653,3118.744
37.901737,3119.6697
37.901775,3119.7112
37.903795,3119.6722
37.903947,3119.6951
37.905774,3118.6463
37.905916,3119.7021
37.910565,3119.6873
37.916429,3119.7807
37.919621,3119.7369
37.922021,3119.6787
37.922647,3119.7272
37.923187,3119.7136
37.925236,3119.6166
37.92796,3119.6725
37.939087,3119.6531
37.942777,3119.6389
37.945268,3119.6491
37.945446,3119.4646
37.945669,3119.5596
37.947372,3119.5787
37.948193,3119.5196
37.950914,3119.6119
37.95674,3119.529
37.959356,3119.6725
37.968926,3119.5432
37.974464,3119.6931
37.975113,3119.6136
37.975502,3119.5677
37.977353,3119.5934
37.977481,3119.593
37.977842,3119.5994
37.982043,3119.5792
37.987875,3119.5209
37.995318,3119.5431
38.001443,3119.6375
38.00209,3119.6077
38.002529,3119.5568
38.003229,3119.5611
38.005098,3119.5991
38.005658,3119.5699
38.006531,3119.5714
38.006851,3119.5022
38.020167,3119.5371
38.024801,3119.5164
38.025818,3119.6022
38.026637,3119.5017
38.027604,3119.6013
38.029164,3119.6057
38.031107,3119.5364
38.038844,3119.4685
38.046138,3119.4467
38.050291,3119.4147
38.052261,3119.4747
38.054948,3119.342
38.055349,3119.4632
38.057001,3119.4413
38.057437,3119.3844
38.062168,3119.465
38.068748,3119.3348
38.071453,3119.4042
38.072201,3119.4413
38.0752,3119.2845
38.081557,3119.3633
38.082313,3119.4088
38.085048,3119.3507
38.086608,3119.3308
38.086905,3119.2704
38.09587,3119.3705
38.104398,3119.3019
38.106836,3119.3416
38.109301,3119.2668
38.110491,3119.338
38.110764,3119.3776
38.113229,3119.3132
38.114478,3119.3102
38.114769,3119.2097
38.117741,3119.2989
38.120153,3119.3034
38.127767,3119.2674
38.135305,3119.3055
38.135937,3119.134
38.136174,3119.2116
38.137085,3119.2105
38.137141,3119.2166
38.142383,3119.1067
38.156559,3119.0755
38.156764,3119.0842
38.157529,3119.1022
38.157532,3119.1503
38.159567,3119.2686
38.160463,3119.1228
38.161848,3119.1582
38.164506,3119.1491
38.164699,3119.1245
38.170851,3119.029
38.183438,3118.9711
38.187697,3119.139
38.188009,3119.0822
38.188273,3119.0048
38.189305,3119.1162
38.191399,3119.045
38.191518,3119.0498
38.193568,3119.1313
38.199109,3119.0591
38.210645,3119.0874
38.211384,3119.0309
38.217065,3119.1211
38.217474,3119.0884
38.218776,3118.9887
38.219014,3119.077
38.219791,3119.0488
38.219806,3119.0682
38.222748,3118.9672
38.227376,3118.9652
38.239808,3118.9341
38.242327,3118.9564
38.244195,3119.0351
38.245447,3118.8764
38.24723,3118.9694
38.249289,3118.988
38.25537,3118.9485
38.262109,3118.9114
38.26518,3118.9845
38.265186,3118.9637
38.265198,3118.859
38.265542,3118.8693
38.268191,3118.956
38.269086,3118.8468
38.270549,3118.8462
38.273103,3118.9018
38.278739,3118.9626
38.288602,3118.8771
38.294461,3118.7989
38.295161,3118.959
38.298667,3118.875
38.299605,3118.9371
38.300124,3118.8862
38.300892,3118.9893
38.304562,3118.839
38.308999,3118.8658
38.319011,3118.8315
38.320711,3118.7675
38.32228,3118.8381
38.324015,3118.7669
38.324597,3118.8448
38.325528,3118.8608
38.326288,3118.7974
38.32864,3118.8421
38.330384,3118.8525
38.34238,3118.7848
38.345798,3118.8601
38.348722,3118.7939
38.34952,3118.8034
38.350624,3118.8394
38.350674,3118.7765
38.35146,3118.8167
38.356824,3118.8276
38.365023,3118.7741
38.365542,3118.7924
38.367144,3118.8196
38.370371,3118.7828
38.373578,3118.775
38.374153,3118.7692
38.374492,3118.8008
38.37655,3118.7389
38.38159,3118.6993
38.387567,3118.8092
38.393657,3118.7386
38.395728,3118.7083
38.396861,3118.7302
38.397535,3118.6308
38.397849,3118.6837
38.398374,3118.7769
38.401314,3118.6226
38.404084,3118.6052
38.414752,3118.6956
38.420756,3118.6565
38.424452,3118.6361
38.424941,3118.7062
38.425683,3118.6989
38.42611,3118.7638
38.428329,3118.6524
38.428848,3118.6551
38.429667,3118.7094
38.434282,3118.6475
38.44115,3118.6373
38.447661,3118.5373
38.450722,3118.5386
38.45257,3118.6497
38.453039,3118.6431
38.453579,3118.5271
38.455148,3118.5289
38.465774,3118.5681
38.472768,3118.529
38.474192,3118.5052
38.474732,3118.5821
38.475023,3118.571
38.477411,3118.5354
38.478437,3118.4694
38.482442,3118.4868
38.484233,3118.4639
38.485284,3118.3899
38.494435,3118.4613
38.50113,3118.3125
38.503328,3118.4309
38.505283,3118.4119
38.507262,3118.3736
38.508499,3118.4001
38.508585,3118.5178
38.509166,3119.3291
38.51924,3118.3731
38.526881,3119.4056
38.528009,3119.3651
38.528365,3119.3579
38.529643,3118.3201
38.529794,3119.308
38.530598,3119.3452
38.53102,3119.3757
38.532556,3119.4172
38.535419,3119.3017
38.542384,3118.3546
38.550497,3118.3262
38.553902,3118.3745
38.554608,3119.3765
38.555178,3119.3646
38.559343,3119.3396
38.561253,3119.312
38.565184,3119.2374
38.578313,3119.2696
38.578618,3119.3181
38.578618,3119.3518
38.578734,3119.2575
38.580873,3119.2841
38.581107,3119.3573
38.582208,3119.2972
38.582294,3119.3766
38.585186,3119.2727
38.588197,3119.3099
38.59472,3119.2848
38.597446,3119.1275
38.602575,3119.1311
38.607903,3119.2016
38.608609,3119.1823
38.61178,3119.1764
38.612824,3119.1457
38.614966,3119.1316
38.630492,3119.1171
38.632301,3119.1509
38.63404,3119.111
38.635277,3119.061
38.636036,3119.1962
38.637036,3119.2171
38.638267,3119.1774
38.639088,3119.1664
38.639581,3119.2157
38.643348,3119.0414
38.655353,3119.1397
38.655433,3119.0861
38.656605,3119.1599
38.660755,3119.079
38.662206,3119.0312
38.663517,3118.9198
38.663751,3119.0608
38.668405,3119.0365
38.677477,3118.9309
38.678005,3119.0482
38.681282,3119.0803
38.682187,3118.9236
38.68284,3119.0078
38.683564,3119.1307
38.683816,3118.9053
38.684762,3119.0569
38.689464,3119.0444
38.696871,3119.0758
38.700089,3119.0978
38.705838,3118.843
38.706601,3118.9223
38.70822,3118.8771
38.709125,3118.9171
38.709837,3118.8792
38.712566,3118.9608
38.713005,3118.9221
38.72067,3118.9574
38.732385,3118.8865
38.734381,3118.8367
38.734945,3118.8768
38.735369,3118.9223
38.73544,3118.9442
38.736558,3118.8339
38.737442,3118.9126
38.737985,3118.8655
38.740815,3118.7841
38.747949,3118.861
38.756682,3118.8774
38.75719,3118.8011
38.757501,3118.8193
38.758447,3118.7944
38.759729,3118.8335
38.75999,3118.7742
38.767792,3118.7934
38.776519,3118.7886
38.777231,3118.7394
38.777851,3118.7623
38.778515,3118.8006
38.782223,3118.7745
38.782609,3118.7947
38.782938,3118.724
38.788654,3118.7967
38.791733,3118.7441
38.795397,3118.7817
38.797453,3118.7685
38.804711,3118.7324
38.804913,3118.7413
38.804934,3118.7901
38.808936,3118.7631
38.809449,3118.7322
38.810662,3118.7378
38.81326,3118.7672
38.819469,3118.7968
38.835704,3118.7663
38.837045,3118.71
38.837781,3118.7481
38.838365,3118.7452
38.839439,3118.7493
38.840216,3118.7628
38.841797,3118.7234
38.842097,3118.7304
38.851696,3118.7718
38.859005,3118.673
38.859047,3118.6166
38.859643,3118.7116
38.86126,3118.6754
38.862681,3118.6746
38.863476,3118.641
38.865416,3118.75
38.875626,3118.5976
38.877504,3118.6394
38.880705,3118.7126
38.880951,3118.6359
38.881586,3118.6215
38.881808,3118.626
38.881811,3118.6553
38.883535,3118.5187
38.887115,3118.5275
38.890805,3118.5797
38.896518,3118.5603
38.900695,3118.5732
38.907601,3118.5575
38.907859,3118.6082
38.908245,3118.6212
38.908331,3118.5378
38.908767,3118.5457
38.916067,3118.6119
38.920451,3118.5354
38.92785,3118.5235
38.934812,3118.5694
38.935696,3118.47
38.935796,3118.6097
38.935989,3118.5946
38.936102,3118.513
38.936654,3118.6363
38.93744,3118.5537
38.941673,3118.5305
38.94566,3118.536
38.957988,3118.4808
38.958044,3118.4575
38.958344,3118.4707
38.958638,3118.4689
38.960385,3118.5599
38.960551,3118.4688
38.965354,3118.4182
38.971426,3118.4025
38.977816,3118.4942
38.979948,3118.4706
38.983354,3118.4435
38.983903,3118.4463
38.985635,3118.4491
38.985866,3118.4713
38.986285,3118.4572
38.992028,3118.4306
38.994863,3118.4733
39.001143,3118.4733
39.009859,3118.3087
39.010223,3118.2733
39.012042,3118.3082
39.012077,3118.4251
39.014011,3118.3297
39.014234,3118.3127
39.016735,3118.2576
39.019888,3118.2067
39.030789,3118.2987
39.031501,3119.3828
39.032338,3118.3054
39.032391,3118.2782
39.033053,3119.2666
39.033519,3119.1877
39.037642,3119.2521
39.038698,3119.3048
39.039416,3119.3826
39.047677,3118.2568
39.05048,3119.241
39.054746,3119.2267
39.054948,3119.2265
39.05571,3119.1561
39.056096,3119.2892
39.057822,3118.2661
39.061584,3119.3184
39.068012,3119.2484
39.07633,3119.2538
39.076585,3119.2428
39.076964,3119.3992
39.077653,3119.2103
39.077715,3119.3142
39.078436,3119.2737
39.078465,3119.2832
39.082826,3119.2392
39.088352,3119.2455
39.096976,3119.244
39.097545,3119.2523
39.10166,3119.2409
39.102117,3119.3606
39.102194,3119.2505
39.102689,3119.3112
39.104445,3119.2745
39.109438,3119.2294
39.111185,3119.2563
39.124869,3119.2669
39.125682,3119.2304
39.125759,3119.2733
39.126637,3119.1575
39.12979,3119.2533
39.130742,3119.3586
39.131911,3119.187
39.132199,3119.3125
39.132967,3119.2651
39.137081,3119.3547
39.146796,3119.2573
39.147713,3119.1929
39.147885,3119.2495
39.148719,3119.1437
39.15011,3119.2612
39.151504,3119.1237
39.15755,3119.3129
39.170201,3119.085
39.171492,3119.1683
39.174286,3119.0861
39.176167,3119.0604
39.176327,3119.1062
39.176395,3119.1045
39.17644,3119.1441
39.17867,3119.1979
39.18336,3119.1239
39.186985,3119.0506
39.192998,3119.0925
39.200634,3119.087
39.201503,3119.0329
39.204024,3119.1194
39.205404,3119.0471
39.205967,3118.9465
39.207916,3119.0478
39.214249,3118.9666
39.214881,3119.0547
39.226925,3119.0354
39.230568,3119.0286
39.231425,3119.0018
39.232039,3119.0554
39.232531,3119.016
39.232588,3118.9034
39.235682,3118.9243
39.235946,3118.8931
39.241021,3118.8612
39.246198,3118.8799
39.248645,3118.8909
39.251665,3118.8224
39.252905,3118.9189
39.255352,3118.9082
39.255767,3118.833
39.256087,3118.9045
39.256808,3118.9937
39.260169,3118.863
39.27315,3118.8537
39.274423,3118.8382
39.275449,3118.8748
39.275841,3118.8968
39.276096,3118.8232
39.277259,3118.8428
39.277962,3118.7929
39.282153,3118.8268
39.284927,3118.8202
39.295763,3118.8004
39.295873,3118.7813
39.298225,3118.8387
39.298721,3118.822
39.299527,3118.8134
39.299691,3118.7842
39.300296,3118.792
39.306979,3118.8229
39.319963,3118.8491
39.320808,3118.8299
39.322529,3118.7679
39.323167,3118.7643
39.323303,3118.8252
39.32352,3118.807
39.324988,3118.7533
39.328144,3118.805
39.328996,3118.7759
39.333739,3118.794
39.340888,3118.8268
39.344279,3118.7
39.349259,3118.7318
39.349808,3118.8134
39.350404,3118.7884
39.351261,3118.8198
39.354774,3118.6924
39.359855,3118.5486
39.365948,3118.627
39.366817,3118.5406
39.367666,3118.5706
39.369262,3118.6362
39.371252,3118.5992
39.372222,3118.5641
39.374304,3118.6589
39.374426,3118.5631
39.378546,3118.648
39.384343,3118.6477
39.394093,3118.6495
39.394758,3118.615
39.395829,3118.6023
39.398128,3118.5752
39.398676,3118.6292
39.399338,3118.6848
39.401242,3118.6727
39.403811,3118.5965
39.413651,3118.5443
39.417525,3118.5966
39.418278,3118.5759
39.418581,3118.6945
39.421654,3118.4911
39.421728,3118.5784
39.422393,3118.653
39.425231,3118.5397
39.425564,3118.5839
39.430752,3118.5435
39.439337,3118.5494
39.442801,3118.4296
39.44572,3118.5577
39.44578,3118.415
39.446702,3118.4541
39.447213,3118.4993
39.451036,3118.5239
39.45621,3118.5078
39.464501,3118.421
39.465462,3118.493
39.467251,3118.495
39.468345,3118.4958
39.470674,3118.4633
39.470683,3118.421
39.472709,3118.4635
39.473065,3118.4079
39.476019,3118.4123
39.482189,3118.4758
39.487369,3118.445
39.489149,3118.4784
39.489585,3118.435
39.490113,3118.4956
39.49062,3118.4891
39.493749,3118.4379
39.494174,3118.4148
39.499044,3118.4403
39.510296,3118.4243
39.513657,3118.4176
39.514508,3118.4696
39.516588,3118.4299
39.517768,3118.3837
39.517955,3118.5719
39.518035,3118.5025
39.518356,3118.4619
39.521672,3118.4353
39.52511,3118.4492
39.534543,3118.4445
39.534549,3118.3843
39.535688,3118.4229
39.535863,3118.3574
39.536789,3118.4157
39.537794,3118.4723
39.543956,3118.3305
39.553502,3118.4275
39.555189,3118.2184
39.556465,3118.3194
39.556895,3118.3932
39.560066,3118.2242
39.560864,3118.3768
39.561704,3118.1928
39.564415,3118.3334
39.570176,3118.285
39.573756,3118.2537
39.581848,3118.2548
39.587176,3118.293
39.589018,3118.2782
39.58927,3118.1556
39.589398,3118.0769
39.58976,3118.2209
39.591035,3118.2601
39.595607,3118.2083
39.599602,3118.1564
39.607466,3119.1813
39.608418,3118.1975
39.609638,3119.2068
39.609753,3118.2253
39.611575,3118.1985
39.612331,3118.1384
39.612646,3118.1904
39.613571,3119.1259
39.617531,3118.2408
39.621533,3118.1746
39.62789,3119.0417
39.631272,3119.0616
39.63541,3119.0081
39.636261,3118.0626
39.637608,3118.9343
39.637712,3119.0929
39.641176,3119.0552
39.65166,3118.9825
39.651891,3119.0596
39.657121,3119.0421
39.660384,3119.0866
39.660906,3118.9489
39.661395,3119.1112
39.661603,3119.0366
39.663074,3118.8092
39.666323,3119.0194
39.674053,3118.973
39.68084,3118.9752
39.682442,3119.0137
39.683608,3118.9329
39.684759,3118.9569
39.68575,3118.9809
39.685963,3118.8519
39.68685,3118.9775
39.689294,3118.9577
39.69213,3118.9416
39.698995,3118.8348
39.708374,3118.9632
39.710308,3118.8984
39.712435,3118.8291
39.713542,3118.8549
39.714061,3118.9301
39.716802,3118.8699
39.71862,3118.8979
39.720415,3118.9378
39.728691,3118.8816
39.72975,3118.8284
39.729896,3118.8214
39.730744,3118.8069
39.73439,3118.8431
39.735641,3118.7981
39.737724,3118.8586
39.74729,3118.7991
39.749711,3118.7769
39.750503,3118.8055
39.750797,3118.7554
39.751215,3118.8131
39.751716,3118.7221
39.752108,3118.9104
39.754769,3118.8226
39.757969,3118.7502
39.761437,3118.7824
39.767008,3118.8595
39.774391,3118.7846
39.775284,3118.7991
39.77839,3118.7541
39.779835,3118.6902
39.781517,3118.8463
39.78187,3118.7586
39.782626,3118.7461
39.788161,3118.6468
39.793332,3118.6889
39.802712,3118.6533
39.802884,3118.6542
39.803284,3118.6942
39.803361,3118.718
39.804011,3118.5834
39.806681,3118.5592
39.807974,3118.7414
39.808885,3118.5567
39.815752,3118.5583
39.822738,3118.5561
39.82649,3118.5598
39.826668,3118.4841
39.828525,3118.5285
39.8293,3118.5115
39.830735,3118.5072
39.835333,3118.6422
39.836594,3118.5513
39.841405,3118.6383
39.84482,3118.5298
39.845179,3118.5362
39.84724,3118.5045
39.847433,3118.5024
39.848382,3118.5124
39.848454,3118.4903
39.852808,3118.4684
39.859334,3118.5283
39.8688,3118.4861
39.870159,3118.4158
39.871087,3118.4617
39.871867,3118.4175
39.872372,3118.5331
39.872689,3118.5369
39.876151,3118.4181
39.879785,3118.424
39.884279,3118.4453
39.893267,3118.4762
39.894626,3118.4988
39.89486,3118.3807
39.895376,3118.5038
39.896165,3118.326
39.897257,3118.4085
39.897479,3118.3876
39.897957,3118.4615
39.900775,3118.3589
39.908594,3118.4665
39.908935,3118.383
39.911371,3118.38
39.913783,3118.3891
39.91717,3118.3204
39.918428,3118.3899
39.923676,3118.2452
39.93078,3118.3279
39.939902,3118.2256
39.941412,3118.2432
39.943212,3118.2771
39.943218,3118.2642
39.943381,3118.2138
39.94404,3118.2015
39.946081,3118.3103
39.946899,3118.4111
39.947226,3118.3467
39.957113,3118.2068
39.96487,3118.2313
39.9653,3118.1533
39.96735,3118.2702
39.96797,3118.2069
39.969806,3118.1176
39.969942,3118.0799
39.971957,3118.1208
39.977975,3118.1075
39.991541,3118.1842
39.993134,3117.9984
39.993623,3118.0238
39.993947,3118.1196
39.994394,3118.1063
39.994513,3118.0978
39.994602,3118.0373
39.998553,3118.174
40.002451,3118.1707
40.007337,3118.0045
40.014038,3118.0114
40.016298,3117.9897
40.017782,3118.0587
40.020122,3118.0811
40.020217,3118.0258
40.020419,3118.0536
40.020902,3117.9828
40.028277,3118.0506
40.031213,3118.0341
40.036188,3118.0909
40.036402,3118.0158
40.036559,3118.0352
40.036574,3118.1728
40.038686,3118.0318
40.038709,3118.115
40.041504,3118.0472
40.043515,3118.003
40.049661,3118.0303
40.060157,3118.0213
40.060628,3118.0249
40.061251,3118.0028
40.061471,3117.9939
40.063227,3117.9779
40.064043,3118.0073
40.071847,3117.9865
40.074698,3117.9228
40.089189,3117.898
40.09063,3118.9167
40.09125,3117.9192
40.093167,3118.8769
40.09392,3117.9053
40.094413,3118.8242
40.094736,3118.9073
40.097159,3117.8687
40.101526,3118.8355
