extension_nm,force_pN
-9.2886715,1.9505935
-9.1932573,1.9516546
-8.6964178,1.9501672
-8.4497042,1.9478099
-8.7527065,1.9515854
-8.9051466,1.9502748
-8.6417389,1.9492579
-8.3192253,1.9523935
-8.0637407,1.9489661
-8.1144905,1.9492891
-7.8177772,1.9528775
-7.3844457,1.9486229
-7.6509948,1.9460269
-7.4865541,1.9515458
-7.5678797,1.9467942
-7.6708903,1.9467124
-7.9907641,1.9507058
-8.186801,1.9443153
-8.3658466,1.9504654
-8.5607576,1.9474348
-8.245616,1.953297
-8.5983362,1.9518075
-8.8363953,1.9496204
-8.584322,1.9524627
-8.7904663,1.9498247
-9.1636572,1.9495127
-9.1450701,1.9444659
-9.3235378,1.9502372
-9.5350504,1.9505796
-9.5239077,1.9462676
-9.7043762,1.9516793
-10.327649,1.9512464
-10.501611,1.9489404
-10.657526,1.9487877
-10.822062,1.950192
-10.602847,1.9494418
-10.667002,1.9465213
-10.89908,1.952495
-11.139545,1.9498744
-11.044694,1.9470176
-11.03629,1.9496968
-10.922414,1.9542589
-10.75934,1.9484702
-11.074982,1.9491814
-11.394186,1.9510834
-11.226769,1.9495127
-11.119281,1.9500272
-11.219742,1.9532205
-11.246505,1.9469661
-11.271214,1.9520433
-11.408473,1.9455254
-11.431246,1.9470865
-11.483128,1.9520304
-11.353983,1.94868
-11.149357,1.9509562
-11.173978,1.9490857
-11.619127,1.9484261
-11.247268,1.9482734
-11.18848,1.9487242
-11.39845,1.9507518
-11.303416,1.9516232
-11.540712,1.9512234
-11.506825,1.9494612
-11.615918,1.9503577
-11.546229,1.9476831
-11.74349,1.9500465
-11.740454,1.9502316
-11.651583,1.949741
-11.561353,1.9461979
-11.657242,1.9490093
-11.406703,1.9523861
-10.939627,1.949798
-11.081418,1.9501607
-10.877992,1.9485605
-10.746879,1.9504912
-10.743079,1.9482863
-10.480044,1.9478854
-10.734476,1.9488392
-10.607314,1.9497216
-10.694445,1.9487444
-10.641152,1.9503255
-10.779125,1.949106
-10.526831,1.9493848
-10.443157,1.9482605
-10.262414,1.9510125
-10.01016,1.9491382
-9.6799955,1.9487499
-8.9605989,1.949486
-8.8275881,1.9505409
-8.7530975,1.9536031
-8.7968216,1.9481521
-8.4243927,1.9484326
-8.9498434,1.9470919
-8.8722649,1.9517761
-8.7384071,1.9499756
-8.512291,1.9466296
-8.5434895,1.9494741
-8.5808182,1.9524175
-8.189579,1.9495817
-8.1780052,1.9516867
-8.1339397,1.9489771
-8.309516,1.9490793
-8.3610744,1.950053
-8.4560127,1.9502684
-8.6345425,1.9499518
-8.6811113,1.9496517
-8.4921608,1.9525973
-8.5405416,1.9508153
-8.6871595,1.9475939
-9.016819,1.9482293
-9.2305593,1.9518968
-9.3011236,1.9482477
-9.7534342,1.9453546
-9.8019781,1.9477465
-10.306149,1.9514638
-10.564633,1.9490812
-10.67046,1.9487747
-11.072513,1.950936
-11.031057,1.9496332
-10.770219,1.9501607
-10.905976,1.9497658
-11.101718,1.9483424
-11.133613,1.9486221
-10.987525,1.9487122
-10.859734,1.9496719
-10.933872,1.9459314
-10.718122,1.9464707
-10.655844,1.9515024
-11.046737,1.9476068
-11.299834,1.949741
-11.647333,1.9502177
-11.665183,1.9479617
-11.546647,1.952317
-11.415213,1.9518148
-11.348116,1.950192
-11.363471,1.9476132
-11.847783,1.9513164
-11.919144,1.9508669
-11.575329,1.9462034
-11.602401,1.9495882
-11.467988,1.9468318
-11.766564,1.9480067
-11.837721,1.9480711
-12.311221,1.94741
-12.4967,1.9489909
-12.266864,1.9466361
-12.419456,1.9514325
-12.099223,1.9508098
-12.167491,1.9490167
-12.320153,1.9496526
-12.129446,1.9514076
-11.751492,1.9501284
-11.618835,1.9494925
-11.793281,1.9513625
-11.412323,1.9545265
-11.797379,1.951228
-11.916232,1.9503568
-11.990296,1.9494354
-12.023304,1.9497151
-11.927166,1.9458231
-11.429196,1.950797
-11.326539,1.948934
-11.395174,1.9487618
-11.129564,1.9509876
-10.768819,1.944968
-10.804144,1.9474541
-10.621594,1.9510889
-10.662957,1.951648
-10.391672,1.9499627
-10.23754,1.9507518
-9.7744932,1.949544
-9.9669924,1.9478862
-9.7218771,1.9484831
-9.6208954,1.948933
-9.5766077,1.9493591
-9.351861,1.949728
-9.4640598,1.9483618
-9.45296,1.9469017
-9.3271942,1.9494427
-9.2310772,1.9496139
-9.1321087,1.9475811
-9.3988066,1.948864
-9.3857365,1.9471241
-9.2970247,1.949302
-9.0670853,1.9489284
-8.989171,1.9459314
-9.097929,1.9507841
-9.1195507,1.9528701
-9.1180344,1.9474036
-9.1792498,1.9494041
-9.3538122,1.9494547
-9.2506943,1.9470295
-9.4282656,1.952564
-9.1513643,1.9488897
-9.390976,1.9467887
-9.4540148,1.9509931
-9.8487539,1.9518332
-9.8255243,1.9514896
-9.726203,1.9508531
-9.9838533,1.9520489
-10.229699,1.9518968
-9.9167662,1.9485843
-9.8183651,1.9466288
-9.8113642,1.9536281
-9.8051491,1.9471747
-9.4114637,1.9480766
-9.2613134,1.9489597
-9.1541767,1.9508724
-8.9700756,1.9467188
-9.3282537,1.9510447
-9.3468618,1.9490038
-9.158268,1.9510189
-9.461462,1.9512041
-9.3762598,1.9492007
-9.2269821,1.9453729
-9.0654497,1.9481345
-8.7425776,1.9494934
-9.0094767,1.9486551
-9.0190029,1.947741
-9.1549873,1.9527235
-9.5906973,1.9467822
-9.6573811,1.9488511
-9.642417,1.9511838
-9.3109446,1.9473144
-9.6808062,1.9523216
-9.8189125,1.9491446
-9.9457884,1.9487499
-10.245045,1.9510309
-10.182223,1.9491953
-9.6989708,1.9488704
-9.4229555,1.9458231
-8.9468651,1.9471756
-8.7679071,1.950052
-8.8470793,1.9473723
-9.0618238,1.9502362
-9.1675768,1.9508669
-9.15481,1.9490103
-8.8321304,1.951872
-8.8431025,1.948083
-9.006464,1.9487877
-8.9047022,1.947696
-9.2092953,1.9512473
-9.2667084,1.9494427
-9.2827768,1.9521576
-9.0854521,1.953144
-9.0158072,1.9474293
-8.8001318,1.9461354
-8.8732939,1.9504277
-9.2174578,1.9527872
-8.64431,1.9487048
-8.216013,1.9498044
-8.0582151,1.9490424
-8.3545361,1.9501479
-8.6757927,1.947023
-8.5023289,1.9490231
-8.579565,1.9481144
-8.2785912,1.9525005
-8.1568956,1.9470359
-7.6749992,1.9481585
-7.7485733,1.9482734
-7.3914275,1.9469467
-7.600193,1.9501727
-7.7436266,1.9496139
-7.6628828,1.9497658
-8.056592,1.9511156
-7.9715118,1.9504461
-7.9023046,1.9486543
-8.0961485,1.9459451
-8.0716562,1.9526986
-8.4311914,1.9494106
-8.6072741,1.9490112
-8.9013414,1.9499756
-8.8430195,1.9486662
-8.868372,1.9491814
-9.2413616,1.9519669
-9.331871,1.9514896
-9.5643768,1.9466931
-9.3824043,1.9445934
-9.6318703,1.9476702
-9.5171938,1.9508919
-9.8707666,1.9524313
-10.130617,1.9510125
-9.9776926,1.9483875
-9.9167461,1.9496075
-9.6618605,1.9496894
-9.9715977,1.9484823
-10.016048,1.9476573
-9.9764795,1.9499637
-10.003685,1.9526286
-10.398668,1.949983
-10.288482,1.9457275
-9.8728523,1.9492072
-10.022343,1.9508153
-9.8570051,1.9484767
-9.8568993,1.9506874
-9.4206514,1.9491436
-9.0814047,1.9518139
-8.8840714,1.9478854
-9.3862753,1.9513173
-9.2688904,1.9497087
-9.4563961,1.9489605
-9.1194763,1.9526341
-9.3046875,1.9509295
-9.2163811,1.9456209
-9.015439,1.9481852
-8.8919458,1.9500079
-9.0803633,1.9500272
-9.2630949,1.9497097
-9.5352592,1.9515338
-9.7340994,1.9467887
-9.6536703,1.9490931
-9.5461769,1.9515467
-9.6513815,1.947354
-9.3477621,1.9483811
-9.2663069,1.9525456
-9.4149361,1.9526608
-9.7016544,1.948635
-9.8978329,1.9476831
-9.6454563,1.9500715
-9.5388145,1.9487242
-9.3222456,1.9502555
-9.0212355,1.9499444
-9.0190811,1.9479305
-8.8762436,1.9511018
-8.8753948,1.9524056
-8.8154011,1.9503844
-9.026989,1.9502813
-8.8223658,1.9488189
-8.5376692,1.9476831
-8.4856949,1.949048
-8.5996952,1.9472188
-8.5096684,1.9490867
-8.576745,1.9479948
-8.7285099,1.949868
-8.8243389,1.9521263
-8.5880814,1.9489523
-8.6153688,1.9476004
-8.8401279,1.9480959
-8.8093386,1.9480959
-8.7471466,1.9520618
-8.7924623,1.9494998
-8.760149,1.9525198
-8.5204964,1.9482348
-8.087677,1.9466296
-8.2118187,1.951579
-8.1482487,1.9530047
-7.8835673,1.9509295
-8.0801115,1.9451765
-7.9906912,1.9498367
-7.516108,1.9454253
-7.8249211,1.9518387
-8.0320072,1.9498109
-8.0112667,1.9487813
-7.9339433,1.9490867
-7.5688453,1.9464376
-7.5317564,1.9495385
-7.8328004,1.948083
-7.921021,1.9492329
-8.1182013,1.9506247
-8.0321274,1.9460829
-8.0834379,1.9529539
-8.5580435,1.9485346
-8.2660913,1.9512353
-8.5501385,1.9521317
-8.709774,1.9487941
-8.3620586,1.9479626
-8.3051329,1.9453665
-8.5218248,1.9494805
-8.4943686,1.9535903
-8.5779963,1.9458864
-8.8842182,1.9468318
-8.7346392,1.9503319
-8.7866955,1.9496149
-8.7068214,1.9483498
-8.7987823,1.9512676
-8.4528666,1.9502436
-8.5408659,1.9458992
-8.6328993,1.9490545
-8.8291616,1.9506947
-8.8471689,1.9500023
-9.3837585,1.95032
-9.247715,1.9512666
-8.9169168,1.9528
-9.1578789,1.9463751
-8.8261995,1.951648
-9.0937901,1.9475811
-8.9796753,1.9504212
-9.1143064,1.9503697
-9.1083164,1.9474293
-9.1214457,1.9509424
-9.0436068,1.9494492
-9.0427551,1.9506063
-9.2389374,1.9492707
-9.1402807,1.9496258
-9.3946438,1.9466922
-9.5500937,1.947467
-9.7530613,1.9516729
-9.9770508,1.9463568
-10.302276,1.9492201
-9.9820004,1.949798
-10.19533,1.9509295
-10.195257,1.9503126
-10.061193,1.9482983
-10.261263,1.9517955
-10.188128,1.9509554
-10.370715,1.9512483
-10.449965,1.9494234
-10.485667,1.9522525
-10.786341,1.9507389
-10.689783,1.9477713
-10.785109,1.9514196
-11.113648,1.9464716
-11.369858,1.9498984
-11.400816,1.949983
-11.56962,1.9500272
-11.730067,1.9472455
-11.745127,1.9463632
-12.037983,1.9465148
-11.925378,1.9505483
-12.09796,1.9457101
-12.023192,1.9485466
-12.194628,1.950866
-12.191113,1.9481208
-12.466517,1.9487618
-12.908859,1.9508862
-13.037146,1.9503762
-13.114926,1.9487756
-13.080789,1.9490802
-13.057302,1.9462861
-13.266156,1.9490535
-13.312855,1.9501801
-13.160577,1.9514693
-13.26433,1.9510133
-13.479891,1.9507841
-13.815881,1.9500079
-13.778579,1.946185
-13.968646,1.9461464
-13.45418,1.9528637
-13.144341,1.9523935
-13.062531,1.9507325
-12.846565,1.9470037
-12.481811,1.95032
-12.336351,1.9475875
-12.365548,1.9505668
-12.13208,1.9489726
-12.214547,1.9511396
-11.995131,1.9502436
-11.791887,1.9503826
-11.7395,1.9494234
-11.58315,1.948153
-11.476852,1.9510502
-11.263986,1.9501101
-11.226196,1.9458497
-11.247613,1.9485843
-11.033813,1.9511718
-10.890882,1.9488392
-10.654284,1.9481273
-10.308959,1.9495817
-9.9634829,1.9506118
-9.4765043,1.9495504
-9.2586412,1.9504083
-9.0200052,1.9496139
-8.7249441,1.9515854
-8.6619511,1.9522599
-8.2694016,1.9482164
-7.7329307,1.948438
-7.5085144,1.947753
-7.5159817,1.9499573
-6.971334,1.9487756
-7.0071034,1.9490664
-6.9764132,1.9515338
-6.5403023,1.9500337
-6.2297244,1.9508338
-5.9390488,1.9512216
-6.0157361,1.9490802
-5.7629476,1.9497787
-5.9063058,1.9522903
-5.698873,1.9502113
-5.3930788,1.9444411
-5.3932862,1.9495053
-5.3203411,1.9484197
-5.2415581,1.9505796
-4.9537845,1.9475434
-4.9626317,1.9528129
-4.3676677,1.9491565
-4.712328,1.9473089
-4.8086023,1.9522525
-4.6027441,1.9527816
-4.2964492,1.9469789
-4.6306744,1.950574
-4.5624704,1.9503126
-4.4115319,1.9525262
-4.5788598,1.9498293
-4.8265581,1.9475875
-4.6782413,1.9482477
-4.9247322,1.9498873
-5.295742,1.9502122
-5.6146016,1.9493351
-5.9714689,1.9532979
-6.1830654,1.9477272
-6.3371768,1.9546095
-6.5847054,1.947251
-6.4981451,1.94649
-6.6775479,1.9510125
-6.9615049,1.9483112
-7.4207935,1.9489726
-7.5342426,1.9468962
-8.1063414,1.95032
-8.4372826,1.9488382
-8.5180759,1.9480058
-8.7781096,1.9521447
-9.1825361,1.9510953
-8.8821125,1.9521456
-8.7250042,1.9519217
-9.0477638,1.9507067
-9.3261309,1.9472326
-9.8026991,1.9456393
-10.217992,1.9475682
-10.183533,1.9498376
-10.669687,1.9515531
-10.861134,1.9493341
-11.407084,1.9469587
-11.77833,1.9497087
-12.106471,1.9512216
-11.907234,1.9485217
-11.839981,1.9490167
-12.016246,1.9460012
-11.880301,1.9535385
-12.102052,1.9485273
-12.155419,1.9486865
-12.195695,1.94741
-12.62057,1.9536464
-12.918932,1.9513432
-13.076784,1.9503393
-13.184631,1.9520618
-13.133144,1.9483176
-13.22413,1.9485016
-12.975391,1.9509554
-13.529689,1.9519217
-13.262324,1.9487618
-13.303713,1.9475811
-13.476122,1.9536281
-13.861477,1.9507453
-14.022967,1.9460655
-14.019297,1.952482
-14.226778,1.9510696
-14.086367,1.951578
-14.070685,1.9475241
-14.03218,1.9517761
-13.732354,1.9499627
-13.576186,1.9478927
-13.554374,1.9472123
-13.497389,1.9502941
-13.167972,1.9459002
-12.997579,1.9499573
-12.796275,1.9494041
-12.785668,1.9489082
-12.588269,1.9501543
-12.432966,1.9484648
-12.506156,1.947353
-12.269482,1.9511967
-12.16683,1.9509931
-11.747574,1.9497087
-11.79416,1.9479369
-11.704177,1.9490867
-11.543706,1.9497925
-11.592521,1.9492007
-11.528337,1.9474229
-11.306968,1.9508919
-11.630498,1.9511653
-11.482338,1.9525014
-11.153296,1.9500715
-10.849463,1.9468392
-11.214784,1.9466224
-10.839677,1.9482983
-10.713991,1.9518517
-10.909556,1.9495182
-10.754045,1.9481659
-10.48521,1.9493029
-10.363853,1.9493029
-10.045589,1.9500769
-10.103389,1.9470478
-9.9254694,1.9529475
-9.9799318,1.9505861
-10.204185,1.9488014
-10.505446,1.9474036
-10.026398,1.9526922
-10.067488,1.9501736
-10.306324,1.948153
-10.596878,1.9496903
-10.306537,1.9473079
-10.27708,1.9492513
-10.184281,1.9482799
-9.9632635,1.9485962
-9.8809147,1.9479553
-10.36845,1.9464147
-10.156198,1.9518075
-9.7125483,1.9451002
-9.5176649,1.9470295
-9.683485,1.9499692
-9.4434147,1.9506054
-9.3305302,1.9469219
-9.0217314,1.9498551
-9.1016922,1.9508089
-9.4108658,1.9498808
-9.1833925,1.9497603
-9.1727352,1.9527494
-9.1679707,1.9497603
-8.5341301,1.9485788
-8.7739286,1.9509618
-8.7748737,1.947639
-8.5036879,1.9484078
-8.3571939,1.9484895
-8.6773615,1.9499002
-8.6760168,1.9467942
-8.6603861,1.9503255
-8.8296604,1.9531448
-8.8304243,1.9528129
-8.8724041,1.9486873
-9.1374836,1.9477015
-9.585866,1.9528388
-9.4930649,1.9463117
-9.41257,1.9484261
-9.4902287,1.9480886
-9.7669096,1.9518001
-10.036054,1.9475378
-10.293869,1.9469661
-10.366378,1.9493922
-10.767908,1.9490921
-10.733575,1.9506441
-11.090456,1.9507703
-11.385859,1.948807
-11.380614,1.9486672
-11.331433,1.9501865
-11.27628,1.9488962
-11.343457,1.9472519
-11.356448,1.9466673
-11.195286,1.9513237
-11.648573,1.9512869
-11.360045,1.9500272
-11.735772,1.9503762
-11.547403,1.9525207
-11.422024,1.9469715
-11.362725,1.9500972
-11.531656,1.9531504
-11.297398,1.9517125
-11.264973,1.948737
-11.005803,1.9484316
-11.046997,1.9475434
-10.989645,1.9496194
-11.005921,1.9498432
-11.259136,1.9494234
-11.421925,1.9456714
-11.283678,1.9475497
-11.266496,1.9497465
-11.173479,1.952494
-10.99897,1.9475811
-10.924535,1.951719
-10.935285,1.951719
-10.977248,1.9503191
-10.572511,1.9457854
-10.4767,1.948864
-10.543544,1.9508919
-10.713173,1.9482412
-10.633961,1.9493977
-10.628118,1.9507389
-10.550281,1.9482974
-10.38185,1.9490738
-10.483109,1.9519024
-10.698935,1.9493977
-10.646605,1.948337
-10.525873,1.9461905
-10.920632,1.9512224
-11.006538,1.9486165
-10.864343,1.9483249
-11.059366,1.9486285
-10.978809,1.9477401
-10.723999,1.9497658
-10.60054,1.9520249
-10.513236,1.9505925
-10.705166,1.9465783
-10.926805,1.9491557
-10.650892,1.9510061
-10.643687,1.9519798
-10.802318,1.9496204
-10.357049,1.9462484
-10.355094,1.9494731
-10.565425,1.9496397
-10.825535,1.9508283
-10.566303,1.9516425
-10.271482,1.9468263
-10.386877,1.9504793
-10.058072,1.9475571
-10.177851,1.9503835
-10.407424,1.9466931
-10.231174,1.9493848
-10.180913,1.951274
-9.9888792,1.9478228
-10.043161,1.9478228
-9.98493,1.9489275
-9.5682869,1.9472767
-9.8664703,1.9524636
-9.8281984,1.9526544
-9.9391108,1.9491493
-9.989563,1.9515154
-9.6393242,1.9472564
-9.5616417,1.94821
-9.1707582,1.9509554
-9.0200644,1.9514445
-9.5130558,1.9471811
-9.4252272,1.9497658
-9.5193367,1.9525973
-9.7107611,1.951216
-9.5673018,1.9505796
-9.6261492,1.9490674
-9.9226379,1.9503255
-10.357627,1.9527373
-10.41645,1.9440868
-10.451408,1.9508283
-10.301781,1.9487499
-10.329734,1.9493535
-9.8283272,1.952883
-9.9683342,1.947239
-10.159123,1.9495063
-10.291245,1.9476252
-10.250136,1.9511082
-10.142932,1.9505612
-10.081738,1.9470359
-10.046433,1.9499637
-10.039682,1.9493406
-10.005693,1.9516996
-10.046737,1.9523807
-9.6925049,1.9502177
-9.4975367,1.947194
-9.5046091,1.9495192
-9.5801506,1.9481024
-9.5521097,1.9467555
-9.7361574,1.9492449
-9.8412457,1.9492449
-9.5643501,1.9474293
-9.7264671,1.9466039
-9.76544,1.9473346
-10.124743,1.9518526
-10.343095,1.9505161
-10.391692,1.949798
-10.171944,1.949995
-10.373948,1.9514132
-10.346151,1.9501984
-10.566894,1.947422
-10.491187,1.9500465
-10.685295,1.9498229
-10.753483,1.9495375
-10.403413,1.9480573
-10.090162,1.9528314
-10.09635,1.9534556
-9.9813175,1.9483176
-9.839057,1.954151
-9.8738689,1.9508153
-10.096648,1.9458551
-9.8465691,1.9472638
-9.8373289,1.9512419
-10.184001,1.9498302
-10.309793,1.9490995
-10.065746,1.9470745
-10.380081,1.9525714
-10.436015,1.9494805
-10.4731,1.9477217
-10.488345,1.9488823
-10.768229,1.9512676
-10.648925,1.9516361
-10.525008,1.9457275
-10.40965,1.951648
-10.451887,1.9458303
-10.019328,1.9523622
-9.7504196,1.947753
-9.4902506,1.9496958
-9.385746,1.9486598
-9.2139997,1.9469715
-8.9984522,1.950796
-8.8895378,1.9488575
-8.8707733,1.9521383
-8.794425,1.9470359
-8.7360373,1.949544
-8.8087626,1.9531062
-8.6425238,1.9513422
-8.5317993,1.946389
-8.6524515,1.948541
-8.5307817,1.9464965
-8.463088,1.9473392
-8.0933084,1.9449543
-8.0090008,1.9520497
-8.0309029,1.9504654
-7.6487865,1.9489845
-7.8002086,1.9457165
-7.4544802,1.951018
-7.3777752,1.9492255
-7.21663,1.9502113
-6.849216,1.948038
-6.9758282,1.9480261
-6.8969803,1.9500391
-6.9477296,1.9486414
-6.6778545,1.9505354
-6.301105,1.95046
-6.4078708,1.9498937
-6.3821697,1.9492394
-6.3619766,1.9489201
-6.2214451,1.9487113
-6.1504335,1.9470295
-6.3726196,1.9484887
-6.6220074,1.9467491
-6.7509837,1.9484638
-6.4334431,1.9486423
-6.3443747,1.9478173
-6.5208001,1.9521964
-6.9252434,1.9507518
-7.096282,1.9524894
-7.4072747,1.9470671
-7.2951474,1.9506174
-7.2738934,1.9506174
-7.2020941,1.9514518
-7.2289062,1.9510815
-7.6875076,1.9492136
-7.7946448,1.9483048
-8.0107765,1.9494474
-8.1029167,1.9495063
-8.0603762,1.9515163
-8.1191149,1.9509038
-8.3174276,1.95032
-8.7816534,1.9477916
-9.1138716,1.9473135
-8.9404383,1.9488714
-9.1827221,1.9528
-9.2638044,1.9487813
-9.7700357,1.949486
-10.100205,1.9502169
-10.169713,1.9474357
-10.4386,1.9505999
-10.752555,1.9488962
-10.503042,1.9469403
-10.431557,1.9528571
-10.319446,1.9524442
-10.412569,1.9501156
-10.472269,1.9509737
-10.515305,1.9479874
-10.518599,1.949232
-10.361347,1.9500015
-10.38269,1.9522848
-10.298709,1.9486855
-10.507421,1.9461657
-10.11178,1.9475561
-9.9766293,1.9517945
-9.50776,1.9486229
-9.2186508,1.9471563
-9.3865032,1.9467363
-9.5699139,1.9526664
-9.4631557,1.9497474
-9.5794821,1.9507325
-9.7742977,1.9493912
-9.8976774,1.9520295
-9.8329258,1.9504157
-9.9256935,1.9502555
-9.9608793,1.9497732
-9.7575617,1.9492449
-9.6491022,1.947194
-9.7229424,1.9508595
-9.3396711,1.9510567
-9.1808081,1.9527622
-8.8953228,1.9462235
-8.8137207,1.9476445
-8.4671383,1.949347
-8.3308868,1.9476767
-8.2762756,1.9495891
-8.2822266,1.949868
-8.0744896,1.9476702
-7.8347096,1.9483176
-7.8140535,1.9489164
-7.6005607,1.9512612
-7.6075969,1.9483939
-7.3593802,1.9488897
-7.7036257,1.9524313
-7.6201377,1.9528452
-7.7585535,1.947639
-7.7677894,1.9515412
-7.5959444,1.9509811
-7.4401903,1.9485457
-7.4003706,1.9525143
-7.3379216,1.9482284
-7.0840497,1.949487
-6.9350443,1.9488769
-6.9963384,1.9510318
-6.7081156,1.9496646
-6.8304591,1.94741
-6.7043958,1.9480325
-6.8302231,1.9513109
-6.6889024,1.9499122
-6.9208369,1.9489964
-6.7363372,1.9515219
-6.833735,1.9523106
-6.9380612,1.9469651
-6.8207955,1.9498487
-7.2032237,1.9532001
-7.1637187,1.9492579
-7.7798038,1.9492651
-8.0130472,1.9480003
-8.3208828,1.9474164
-8.1161175,1.9499002
-8.106781,1.9512731
-8.4134893,1.9506828
-8.5318909,1.9475424
-8.9482965,1.9508338
-8.9483471,1.9467436
-8.7407236,1.951076
-9.1701279,1.9495882
-9.1406364,1.951578
-9.0352163,1.949487
-8.7510109,1.9483489
-8.9997797,1.9473778
-8.8012009,1.9498422
-8.699007,1.9496139
-8.8958521,1.9491694
-9.1838312,1.9509811
-9.3623409,1.9493655
-8.9867754,1.9491382
-9.2898092,1.950681
-9.374588,1.9525954
-9.581378,1.9490931
-9.7967243,1.9502113
-10.036383,1.9514703
-10.198547,1.9497465
-9.8261185,1.948312
-9.809248,1.9507712
-10.331131,1.9479184
-10.663527,1.9502555
-10.620896,1.9495118
-10.35981,1.9458671
-10.351708,1.9504083
-10.56865,1.9510502
-10.775371,1.9508605
-10.711168,1.9504406
-10.845387,1.9519862
-11.015824,1.9484187
-11.343978,1.9503568
-11.344667,1.9491686
-10.99904,1.9512795
-11.102077,1.9505806
-11.183108,1.9473273
-11.22388,1.948438
-11.203428,1.9497732
-11.13634,1.9489533
-11.099218,1.9502684
-11.314105,1.9521263
-11.528996,1.9479305
-11.819326,1.9516546
-11.764898,1.9504029
-11.231567,1.9504968
-11.204105,1.9490103
-11.399192,1.9506625
-11.306465,1.9508909
-10.920104,1.9477512
-10.856372,1.9507896
-10.656311,1.9504857
-10.559372,1.9486929
-10.365997,1.9512353
-10.433002,1.9515209
-10.029353,1.9497594
-9.9477158,1.9502877
-10.236716,1.9498615
-10.372709,1.9507647
-10.557878,1.952718
-10.431517,1.9495697
-10.603638,1.9491436
-10.616673,1.9472381
-10.714653,1.9460517
-10.619631,1.9508854
-10.188159,1.9502307
-10.199237,1.9514132
-10.270499,1.9481907
-10.156974,1.9484013
-9.8796825,1.9493912
-10.152435,1.951146
-9.8607225,1.9518582
-9.5138283,1.951509
-9.5891418,1.9508983
-9.6238422,1.949868
-9.4921122,1.950065
-9.7839441,1.9509757
-9.8723001,1.9504471
-9.6433659,1.9499251
-9.9891615,1.9484133
-9.9950361,1.9501036
-9.825593,1.9531126
-9.6933842,1.9458864
-9.6574326,1.9463816
-9.7920341,1.9466168
-9.8696814,1.9530489
-9.9078579,1.9491814
-9.9164457,1.9483563
-9.7808628,1.9457275
-9.6763649,1.9498109
-9.5137663,1.9479295
-9.7760363,1.9513873
-9.4630203,1.9497722
-9.4534607,1.9487813
-9.4335461,1.9468135
-9.5087557,1.9519604
-8.8203011,1.9499573
-9.0158043,1.9495882
-9.0930691,1.9494612
-8.915864,1.9472069
-8.8477383,1.9498615
-8.4519701,1.9488575
-8.4717264,1.9516425
-8.9302731,1.9472069
-8.8710508,1.9490424
-9.1870136,1.9475682
-9.1878757,1.9518894
-9.3361864,1.9513311
-9.2243509,1.9480251
-9.3934317,1.9472133
-9.5905104,1.9496011
-9.4187641,1.9494998
-9.2491264,1.9468521
-9.554019,1.950599
-10.345206,1.951731
-10.422211,1.948508
-10.346107,1.9478164
-10.185588,1.9482927
-10.38581,1.9478918
-10.164084,1.9468769
-10.199018,1.9487435
-10.468377,1.9516425
-10.786996,1.9458497
-10.595181,1.9469026
-10.454285,1.9493719
-10.512231,1.9539527
-10.986518,1.9485586
-11.077436,1.9484004
-11.123132,1.9505299
-10.852333,1.9510069
-11.01293,1.9493093
-11.326821,1.9503458
-11.356963,1.9490167
-11.088022,1.9505354
-10.847936,1.9472262
-11.040241,1.9477079
-10.616753,1.9489597
-10.195539,1.946502
-9.8036356,1.9482477
-9.7762594,1.9463816
-10.032022,1.9484702
-9.5964813,1.9493029
-9.6151867,1.9499886
-9.2313681,1.9515467
-9.0599022,1.9457532
-9.2014236,1.9460839
-9.5749989,1.9485145
-9.6997633,1.9534436
-9.5114346,1.9482229
-9.4080563,1.9497401
-9.6752949,1.9518968
-9.7284985,1.9518194
-9.6065855,1.9489781
-9.6594505,1.9522157
-9.815115,1.9487885
-9.5164738,1.9511589
-9.9341364,1.9520378
-10.398301,1.9493535
-10.385822,1.950599
-10.360779,1.9501156
-10.36867,1.9477713
-10.421564,1.9497732
-10.417418,1.9524498
-10.451434,1.9478283
-10.56924,1.9513689
-10.442271,1.9475497
-10.745134,1.9478091
-10.858125,1.9503126
-10.759825,1.9483627
-10.685378,1.948934
-10.715836,1.9495753
-10.394485,1.948508
-10.31774,1.9495763
-10.558067,1.9516858
-10.694947,1.9476261
-10.71584,1.9513118
-10.866783,1.9477971
-10.821226,1.9466039
-10.52724,1.9512547
-10.888271,1.9513882
-10.945684,1.9494289
-10.76885,1.9490738
-10.771193,1.9485338
-11.054766,1.9512666
-11.093184,1.951661
-10.956107,1.951228
-10.952387,1.9500401
-10.804056,1.9502684
-10.495241,1.9516932
-10.743985,1.9502491
-11.05896,1.9499627
-11.386602,1.9496517
-11.138366,1.9465157
-11.103211,1.9511524
-11.266562,1.9487242
-11.156201,1.950052
-11.242803,1.9464836
-11.652329,1.9492651
-11.673255,1.9540735
-11.606816,1.9488382
-11.52817,1.9478228
-11.729405,1.9478862
-11.666494,1.9499315
-11.480294,1.9495053
-11.113872,1.948934
-10.827264,1.951299
-10.412191,1.9507518
-10.258236,1.9462043
-10.236387,1.9460958
-9.868187,1.9527364
-9.7854881,1.9463687
-9.8608837,1.9466738
-10.208503,1.9476435
-10.326546,1.9523861
-10.462305,1.9511451
-9.6926279,1.9519088
-9.565238,1.9479884
-9.6515703,1.9514453
-9.8402157,1.9513044
-9.7779007,1.9517761
