extension_nm,force_pN
-10.966087,1.950459
-10.792321,1.9485217
-10.821726,1.9500144
-11.302007,1.9471499
-11.662734,1.9502748
-12.17305,1.9494612
-12.01628,1.9469596
-11.969156,1.9492579
-11.97699,1.9488823
-12.463421,1.9469844
-12.557198,1.9488962
-12.931604,1.9524627
-12.866016,1.9497787
-12.800625,1.9488328
-12.590883,1.947695
-12.947312,1.950134
-12.609278,1.9502105
-12.402458,1.9507896
-12.129526,1.9515973
-12.162411,1.9520563
-11.870667,1.9459507
-11.932948,1.9470359
-12.13268,1.9518582
-11.911427,1.9471186
-11.889271,1.9499002
-11.942844,1.9522848
-11.803066,1.9501929
-12.056673,1.9469587
-11.882569,1.9517117
-11.698475,1.9493922
-11.10187,1.9478228
-11.2197,1.9518009
-11.240125,1.9505732
-11.186321,1.948737
-11.265197,1.948737
-10.913052,1.9471499
-10.530931,1.9498937
-10.340579,1.9504341
-9.9316769,1.9502243
-10.068181,1.9512409
-9.5864296,1.9515661
-9.4802284,1.9516803
-9.7186346,1.9492255
-9.9214602,1.9484767
-9.6286926,1.9489909
-9.3634892,1.9478027
-9.0906858,1.9456972
-9.1955719,1.9519733
-9.1524887,1.9495246
-9.3231726,1.9500272
-9.1828051,1.9489082
-8.6910133,1.9502169
-8.5712595,1.9519475
-8.1141949,1.9506247
-7.8902349,1.9478669
-7.4478402,1.9488511
-7.4730763,1.9477088
-7.8721294,1.9502426
-7.8434801,1.9498173
-7.5510373,1.9521327
-7.9656124,1.9495624
-8.0585127,1.9514638
-7.766243,1.9497023
-7.6789351,1.95039
-7.5604587,1.950529
-7.5951295,1.9524506
-7.6622248,1.9495063
-7.8410387,1.9504719
-7.8782763,1.9500787
-7.9026093,1.9508209
-8.0129662,1.9488575
-7.9530315,1.9495689
-8.1771364,1.9478035
-7.9474363,1.9522525
-8.1775713,1.9508854
-8.2132578,1.9466103
-8.3047781,1.9525696
-8.3700142,1.9508983
-8.4269094,1.9486036
-8.7182798,1.9496204
-8.6725798,1.9520618
-8.6069765,1.9476004
-8.1992168,1.9477336
-8.1877947,1.9522341
-8.1425476,1.9494677
-8.2980928,1.9480196
-8.2767954,1.9467179
-8.4434309,1.9485402
-8.3904943,1.9500327
-7.980732,1.9481024
-8.3402081,1.9501156
-8.4641724,1.9495689
-8.7593021,1.9471122
-9.091259,1.9495246
-9.1765203,1.9510318
-8.9228363,1.9508227
-9.1028194,1.9495697
-9.4567652,1.9528645
-9.3974943,1.946129
-9.6609726,1.9506118
-9.4050894,1.9495956
-9.5032835,1.949544
-9.8237743,1.9486865
-9.8803663,1.947924
-9.4449539,1.9498367
-8.9560785,1.9505161
-9.0662794,1.9484197
-9.423172,1.9517503
-9.5943794,1.9495956
-9.7563887,1.9511653
-9.3756733,1.9488134
-9.533082,1.9477456
-9.5138922,1.9502933
-9.6063461,1.9528637
-9.3636866,1.9472638
-9.5968122,1.9467942
-9.5180349,1.94868
-9.6410294,1.9527042
-9.3919601,1.9480122
-9.4122458,1.9492522
-9.4769793,1.9515402
-9.8002901,1.9498247
-9.816864,1.9464643
-9.5682878,1.9492329
-9.470521,1.9481788
-9.3411455,1.9497032
-9.060545,1.9459699
-9.0121222,1.9471627
-8.9706202,1.9478983
-8.9836817,1.9494805
-8.7653875,1.9513754
-9.0457735,1.9474854
-8.9114342,1.9479176
-8.7170477,1.9508983
-8.7811527,1.9509737
-8.6194649,1.9496204
-8.4672585,1.9485972
-8.7934399,1.95025
-8.6710873,1.9507638
-8.8779821,1.9490352
-8.7298365,1.9485788
-8.7227116,1.9491501
-8.6112509,1.9526092
-8.6945343,1.9467684
-8.7100124,1.9497216
-8.6726723,1.9488447
-8.8689146,1.9482679
-8.8679409,1.9479562
-9.0246792,1.949163
-9.015358,1.9525262
-8.8061152,1.948496
-9.0105906,1.9489155
-9.2414265,1.9515918
-9.332325,1.950726
-9.7332211,1.9474092
-9.6319265,1.9460894
-9.8091059,1.9483746
-9.8962765,1.9507822
-9.5191565,1.9496526
-9.8964109,1.9525908
-10.026532,1.9515973
-9.7268744,1.9460196
-9.9195108,1.9472142
-9.9008379,1.9508338
-9.7080851,1.9504783
-9.9558277,1.9533477
-9.8020735,1.9520111
-10.276924,1.9462547
-10.255791,1.9473392
-10.240861,1.9483249
-10.411694,1.9518212
-10.325765,1.9474229
-10.854564,1.9491639
-10.771058,1.9501607
-10.987772,1.9476886
-10.860043,1.9489026
-10.979094,1.9479305
-10.911727,1.9521576
-10.492581,1.9512602
-10.794344,1.9469844
-10.806808,1.9481907
-11.173211,1.94708
-11.248694,1.9489394
-11.453388,1.9486229
-11.553757,1.9496958
-11.482496,1.9472841
-11.538297,1.9467951
-11.896173,1.9463191
-11.76762,1.9502629
-11.988315,1.9514003
-12.066922,1.9483811
-11.985988,1.9502048
-11.90193,1.9483746
-12.194027,1.9523419
-12.062864,1.9505419
-11.585431,1.9476702
-11.511984,1.9497529
-11.504117,1.9534104
-11.406316,1.9525585
-11.510109,1.9509673
-11.073606,1.9502362
-11.155875,1.9479369
-11.557218,1.9475875
-11.674623,1.9469973
-11.606,1.9488382
-12.064044,1.950459
-12.6553,1.9489974
-12.015741,1.9464762
-11.524446,1.9500843
-11.339962,1.9522212
-10.962093,1.9483811
-10.897407,1.9480702
-10.702133,1.9465718
-10.445805,1.951954
-10.139275,1.947696
-10.188795,1.9487177
-9.8243656,1.9493663
-9.9169703,1.9482918
-9.8387222,1.9495689
-9.7197437,1.9496903
-9.7906122,1.9492329
-9.5339365,1.9524627
-9.3264389,1.9480766
-9.3721218,1.9538319
-9.4396181,1.9499886
-9.498971,1.950389
-9.4449873,1.9473337
-9.8101559,1.9506882
-9.8202286,1.9517438
-9.756403,1.9475249
-9.8529263,1.9473392
-10.09453,1.9475682
-10.285232,1.9469789
-10.228894,1.9488328
-10.4255,1.9531116
-10.170872,1.9491888
-10.200762,1.947924
-10.325955,1.9503512
-10.166178,1.9527189
-10.277882,1.9506239
-10.41773,1.9480196
-10.663707,1.9509038
-10.80553,1.9537295
-10.699174,1.9473025
-10.548072,1.9481971
-10.411572,1.9499959
-10.722161,1.953984
-10.847672,1.9493535
-10.921868,1.9533606
-10.643954,1.9518775
-10.803941,1.9449799
-10.880921,1.947353
-10.50778,1.9453987
-10.505597,1.9519162
-10.551917,1.951661
-10.693504,1.9492329
-10.750285,1.9505612
-10.486973,1.9507767
-10.307336,1.9504526
-10.341924,1.9499627
-10.040435,1.9473079
-10.437015,1.945215
-10.445501,1.9508338
-10.529929,1.9521189
-11.123487,1.9492449
-11.088152,1.9469789
-11.152875,1.9503126
-11.471124,1.951018
-11.17754,1.9470607
-11.365856,1.9512483
-11.485093,1.9501929
-11.444569,1.9471306
-11.86771,1.9475369
-11.562762,1.9499325
-11.856659,1.9512345
-11.852401,1.9493922
-11.834479,1.949728
-12.170144,1.9507574
-12.355868,1.9494805
-12.705961,1.9485282
-12.624928,1.9496958
-13.055167,1.950727
-12.700491,1.9505483
-12.085097,1.9508973
-12.185702,1.9481024
-12.001616,1.9508024
-11.885361,1.9524884
-11.94557,1.9495956
-11.911636,1.9519798
-11.917965,1.9499325
-12.032985,1.9507638
-12.305054,1.9518903
-12.327643,1.9464965
-12.46933,1.9465847
-12.563007,1.9494677
-12.640714,1.9461225
-12.744057,1.9477971
-12.708834,1.9493922
-12.675101,1.9528259
-12.489093,1.9484648
-12.070065,1.9472317
-12.350811,1.9504212
-12.211968,1.9507205
-11.659422,1.9508983
-11.32655,1.9481024
-11.446895,1.950389
-11.179136,1.9505732
-10.67629,1.9472574
-10.575561,1.9464707
-10.368101,1.9498358
-10.653427,1.9457725
-10.804659,1.9487296
-10.701762,1.9506496
-10.630584,1.9502813
-10.443406,1.9488392
-10.885166,1.9501929
-10.706113,1.9478099
-10.799806,1.9476261
-10.464075,1.9485089
-10.638369,1.9468328
-10.921494,1.9508724
-10.75134,1.9531946
-10.635915,1.9473723
-10.698391,1.9514648
-10.916271,1.9500769
-11.093272,1.9475561
-11.157443,1.9488769
-11.247898,1.9508476
-11.164046,1.9497151
-11.467575,1.9504471
-11.531257,1.9507776
-11.339964,1.9476519
-11.359424,1.9511405
-11.105913,1.9504461
-11.305503,1.94798
-11.455594,1.9465847
-11.721272,1.9510696
-11.664035,1.9491879
-11.713725,1.9467877
-11.557942,1.9494482
-11.660992,1.9513237
-11.552555,1.9505032
-11.488217,1.9489523
-11.420747,1.9515983
-11.679717,1.9480766
-11.659883,1.9457606
-11.744259,1.9490489
-11.499057,1.951941
-11.457117,1.9470617
-11.203087,1.9464643
-11.31568,1.9469081
-11.283554,1.9501349
-11.049879,1.9506247
-11.415417,1.9478734
-11.511891,1.9480132
-11.292741,1.9523355
-11.117569,1.9483875
-11.338851,1.9493462
-11.522522,1.9499058
-11.754827,1.9517567
-12.076542,1.951299
-12.501703,1.9499186
-12.154572,1.9514196
-12.522192,1.9520746
-12.530988,1.9504793
-12.326369,1.952647
-12.611079,1.949416
-12.711391,1.9512224
-12.711898,1.9485843
-12.511743,1.9486929
-12.904962,1.950052
-13.202518,1.949913
-13.28836,1.951076
-12.961017,1.9503955
-13.260703,1.946547
-13.0102,1.9485586
-12.914412,1.9507389
-13.241357,1.9479295
-12.665772,1.9473208
-12.386826,1.9509811
-12.401278,1.948737
-12.234241,1.9468769
-11.921178,1.9494234
-11.732688,1.9494363
-12.044778,1.9491436
-12.008113,1.9510696
-12.228816,1.9488888
-12.391829,1.9514896
-12.91725,1.94649
-12.882607,1.9475617
-12.795358,1.9520682
-12.468086,1.9510751
-12.542777,1.9458873
-12.685298,1.9517955
-12.540039,1.9506441
-12.248146,1.94929
-11.889957,1.949532
-11.670319,1.9480454
-11.818567,1.9460388
-11.857982,1.9496332
-11.929046,1.9487628
-12.257162,1.9508283
-12.081843,1.9480058
-12.061216,1.9493977
-12.073311,1.9512041
-11.999572,1.9519852
-11.766006,1.9493351
-11.580968,1.9521576
-11.561118,1.9486607
-11.573579,1.9486855
-12.103361,1.9505428
-11.421643,1.9493599
-11.403466,1.9486101
-11.340584,1.9524894
-11.08667,1.9487177
-11.282217,1.9494041
-10.935493,1.9507831
-10.935836,1.9490802
-10.785517,1.9477971
-10.966082,1.951018
-10.778708,1.9507896
-10.619632,1.9492394
-10.560727,1.9490664
-10.682708,1.9480436
-10.953135,1.9496204
-10.604807,1.9516039
-10.094546,1.9460012
-10.007805,1.9482734
-9.9328346,1.9497603
-9.8251076,1.9528388
-9.612854,1.948864
-9.3192062,1.9475801
-9.6448298,1.9496461
-9.6579971,1.9494418
-9.5717411,1.9492762
-9.4011803,1.953794
-9.1317205,1.9492394
-9.1185141,1.9482605
-9.2117853,1.9505557
-9.2635269,1.9516867
-8.9246721,1.9499812
-8.6324253,1.9503707
-8.8065071,1.9511341
-8.7721691,1.9503512
-8.9259691,1.9480325
-8.6210918,1.9467235
-8.8178825,1.9475754
-8.694644,1.9483691
-8.522213,1.9506118
-8.067194,1.9494106
-8.3785105,1.947854
-8.2294741,1.952565
-8.1952009,1.9483305
-8.3981781,1.9516168
-8.1750584,1.9517567
-7.9184742,1.9492643
-8.2197485,1.9488759
-8.4463711,1.948337
-8.695385,1.9473659
-8.8201408,1.9462484
-8.8337173,1.9529724
-8.5950203,1.9498744
-8.2699718,1.9494106
-8.1959085,1.9506441
-8.1466694,1.9503007
-8.1967449,1.9479626
-8.0913553,1.9487563
-8.0909519,1.9525207
-8.0462046,1.9487315
-8.0651331,1.9485466
-8.3874817,1.9486101
-8.2335186,1.9464579
-8.169898,1.9483875
-8.1644106,1.9506303
-8.2240171,1.9541316
-8.2857218,1.9497539
-8.5232878,1.9479939
-8.4866543,1.9520304
-8.6517076,1.9474744
-8.7044573,1.9482853
-8.7482777,1.9474109
-8.9998159,1.9522848
-9.3878412,1.950797
-9.3328419,1.9472584
-9.6826868,1.9486101
-9.8904533,1.9512234
-10.272718,1.9502555
-10.306504,1.951368
-10.913033,1.9499941
-10.77493,1.9502243
-10.718015,1.947512
-10.703086,1.9520875
-10.928796,1.9517374
-10.946005,1.9485972
-10.908652,1.9485346
-11.01607,1.9527494
-11.38824,1.9470607
-11.708144,1.9472629
-12.315732,1.9490931
-12.386127,1.9525585
-12.448829,1.9473659
-12.871649,1.9485972
-12.965993,1.9496149
-13.006427,1.9503448
-12.890201,1.9486607
-12.965455,1.9481852
-12.602221,1.9494289
-12.610095,1.9497474
-12.509659,1.9456209
-12.384981,1.9493856
-12.415091,1.9497732
-11.820168,1.9490553
-12.254425,1.9512795
-12.182517,1.949175
-12.271043,1.946864
-12.367798,1.9490682
-12.105299,1.949868
-12.075438,1.9489597
-11.969617,1.951215
-12.149473,1.9520737
-11.776425,1.9525778
-11.493252,1.9510051
-11.185786,1.949175
-10.800282,1.9498109
-10.725969,1.9464009
-10.429993,1.9507205
-10.654524,1.9501027
-10.658329,1.9511018
-10.729668,1.9478476
-10.844068,1.9505225
-10.860297,1.9542903
-10.805283,1.9496582
-10.987325,1.9501156
-10.812139,1.9497087
-10.686119,1.9503007
-10.926502,1.9479184
-11.101766,1.9510696
-11.264311,1.9479498
-11.183802,1.9493222
-10.923,1.9519217
-10.785273,1.9502565
-11.099328,1.9495568
-11.383289,1.9479305
-11.126987,1.9499444
-11.016249,1.9488199
-10.869268,1.9508595
-10.841459,1.9508789
-10.277466,1.948934
-10.120176,1.9512419
-10.453574,1.9512731
-10.775375,1.9491814
-10.463058,1.9516803
-10.707698,1.9453353
-10.624281,1.9498173
-10.613971,1.9490231
-11.009337,1.950389
-11.439775,1.9471499
-11.3552,1.9504719
-11.352866,1.9461786
-11.007048,1.9455824
-10.843025,1.9526286
-10.480748,1.9499822
-10.291993,1.9493093
-10.173168,1.9479681
-10.387133,1.9512095
-10.342,1.9480637
-10.40403,1.9500391
-10.287529,1.9489394
-10.302816,1.9518268
-10.025873,1.9469734
-10.084666,1.9509295
-9.9808216,1.9473723
-9.806222,1.9530813
-9.6944017,1.9494677
-9.8849192,1.9477024
-9.7197113,1.9510328
-9.6861391,1.9493277
-9.4878693,1.9489533
-9.6828833,1.9519669
-9.3744287,1.9486423
-9.6819754,1.949417
-9.948864,1.9510815
-9.9053841,1.9508669
-9.8287926,1.9468759
-10.035537,1.9538189
-10.358625,1.9507132
-10.568371,1.9537165
-10.515319,1.9516168
-10.532928,1.9486543
-10.381734,1.9475746
-10.222127,1.9526092
-10.370704,1.9500208
-10.319531,1.9518323
-10.642241,1.9497401
-11.104168,1.9478292
-11.094674,1.9482412
-11.170768,1.9466536
-10.893017,1.9463568
-11.080806,1.9517688
-10.849723,1.9506818
-10.834989,1.9484951
-10.83563,1.9508724
-10.161711,1.9511718
-9.5719709,1.9468392
-9.2742567,1.948496
-9.4365311,1.9508467
-9.0948811,1.9530158
-9.4470377,1.9449166
-9.1844168,1.9495946
-9.1192961,1.9478614
-9.2406969,1.9500585
-9.0647564,1.9496839
-9.2452431,1.9457725
-8.6637001,1.9491372
-8.4331894,1.9501469
-8.435524,1.9495624
-8.2638025,1.9470543
-8.3668604,1.9485586
-8.0118303,1.9448092
-7.9422865,1.9517761
-7.7924628,1.9487499
-7.9912963,1.9487554
-7.9702258,1.948382
-7.8843703,1.9482734
-8.2104549,1.9498118
-8.3278847,1.950123
-8.3561001,1.9494677
-8.3302422,1.9479746
-8.7534752,1.9507132
-8.8944254,1.9498036
-8.8884726,1.9499886
-9.0032768,1.9481595
-8.9673119,1.9505041
-9.0813074,1.9506174
-9.3311739,1.9495568
-9.4856453,1.9471003
-9.3875246,1.9503641
-9.2788572,1.9501607
-8.969698,1.9461097
-8.8605213,1.952883
-8.9981422,1.9498808
-8.9681702,1.9473981
-9.0787992,1.9471692
-9.0025349,1.9510069
-9.1406984,1.9507776
-9.2723951,1.9471627
-9.2309265,1.9491686
-9.5468378,1.9478228
-9.668602,1.9507841
-9.6953115,1.9485217
-9.3816538,1.9498367
-9.354661,1.9463503
-9.4700909,1.9463944
-9.1650734,1.9537811
-9.1225319,1.9502997
-8.9204693,1.9456136
-8.5169678,1.9508145
-8.5349865,1.9520746
-8.5439768,1.9514011
-8.4723129,1.9489533
-8.5825405,1.9494234
-8.4111605,1.9524056
-8.3565874,1.9519982
-8.6080208,1.948337
-8.9106636,1.9498744
-8.936224,1.9508983
-8.8630419,1.9498799
-8.572669,1.9521641
-8.7836227,1.9499886
-8.8025055,1.9500327
-8.8771763,1.9507647
-9.0214682,1.9490416
-9.4004049,1.9487113
-9.4577103,1.9512612
-9.4091377,1.9514767
-9.305233,1.9484068
-9.6957293,1.9472197
-9.9598503,1.9524184
-10.326061,1.9500705
-10.377061,1.9473273
-10.425312,1.9509609
-10.59377,1.9498044
-10.744231,1.9498044
-11.06763,1.9470359
-11.221524,1.9535958
-11.506317,1.9479617
-11.412767,1.9472574
-11.524211,1.9512602
-11.701532,1.9478412
-11.915367,1.9465855
-11.842868,1.9519724
-11.747396,1.9519724
-11.927398,1.9479055
-12.063569,1.9477272
-12.096852,1.9520627
-11.85518,1.9511396
-12.040107,1.9488456
-12.126234,1.9473594
-11.827668,1.9510834
-11.850422,1.9495118
-11.901944,1.9480951
-11.855268,1.9483434
-11.672217,1.945328
-11.998645,1.950936
-12.511552,1.9497861
-12.603673,1.951731
-12.732279,1.9476509
-12.973971,1.9487563
-12.749212,1.9502555
-13.065171,1.9501027
-13.026297,1.9489468
-13.185472,1.9478605
-13.310104,1.952412
-13.03125,1.9514896
-13.313557,1.9467114
-13.424469,1.9509673
-13.544575,1.9478099
-13.462401,1.9492579
-13.102542,1.9493139
-13.093197,1.9482541
-13.221621,1.9486479
-12.898952,1.9495192
-12.72021,1.9523861
-12.908236,1.9441749
-13.095407,1.9468263
-13.124332,1.9469026
-13.310996,1.9502372
-13.084951,1.9496701
-13.046056,1.9479755
-12.982396,1.9496075
-12.721755,1.9466977
-12.80502,1.948737
-12.575876,1.9485972
-12.601833,1.9496664
-12.363171,1.9492505
-12.137197,1.9508089
-11.847873,1.9492449
-11.77542,1.9466931
-11.739841,1.9462098
-11.736057,1.9524572
-11.557886,1.9531689
-11.274156,1.9518526
-10.887836,1.9482293
-10.711671,1.9486994
-10.476988,1.9489974
-10.389879,1.9494299
-10.448414,1.950796
-10.221587,1.9474927
-9.9839315,1.9492522
-10.031401,1.9512483
-9.9918766,1.9479562
-9.7727175,1.9490424
-9.7223129,1.9490159
-9.7773943,1.9489661
-10.11071,1.948496
-10.229221,1.9531827
-10.63698,1.9501727
-10.844479,1.951496
-10.763139,1.9497732
-10.415644,1.9505925
-10.083334,1.9536409
-9.8422394,1.9500898
-9.7702875,1.9466039
-9.8652601,1.9493148
-10.025042,1.9538125
-9.9908009,1.9484831
-10.270391,1.944442
-10.458789,1.9522028
-10.631676,1.9508412
-10.646722,1.9502748
-10.73061,1.9491943
-11.094728,1.9497732
-10.892258,1.9508089
-10.719554,1.9463375
-10.667225,1.9459066
-10.587534,1.9486984
-10.739242,1.952565
-10.725115,1.951871
-10.506229,1.9514205
-10.358702,1.9477971
-10.435691,1.9485034
-10.430498,1.951648
-10.32819,1.950808
-9.8558655,1.9516351
-9.6179981,1.9505925
-9.4636726,1.9482983
-9.3989105,1.9506311
-9.2116289,1.9481208
-9.23631,1.9469715
-9.0931845,1.9491436
-9.2445641,1.9509627
-9.4089622,1.9504471
-9.4827757,1.9475875
-9.401226,1.9475819
-9.5777569,1.9511331
-9.5676346,1.9485402
-9.8297939,1.9486221
-9.7973366,1.9466985
-9.8733149,1.9533412
-10.190839,1.949416
-10.169103,1.9509554
-10.488577,1.949728
-10.454947,1.9481723
-10.537476,1.951299
-10.592001,1.9487628
-10.506367,1.9476197
-10.747683,1.9496268
-10.67695,1.9481466
-10.553974,1.949532
-10.612272,1.9515209
-10.447981,1.9485843
-10.367386,1.9515983
-10.296552,1.9519982
-10.14172,1.9479305
-10.54775,1.9489909
-10.720035,1.9500779
-10.376783,1.9482348
-10.155094,1.9487821
-10.451254,1.9502048
-10.760857,1.9516877
-10.84205,1.9505539
-10.710469,1.9492136
-11.066441,1.9534879
-10.813114,1.9507896
-10.495864,1.9486165
-10.604667,1.950192
-10.543933,1.9489394
-10.398049,1.95039
-10.76104,1.950123
-10.646225,1.9518775
-10.66062,1.9459305
-10.761184,1.9465727
-10.534883,1.9504341
-10.609169,1.9513118
-10.528741,1.9481337
-10.702506,1.9523742
-10.506639,1.949532
-10.623871,1.9472693
-10.635182,1.9488392
-10.556135,1.9525207
-10.58574,1.9489219
-10.669437,1.9469017
-10.880785,1.951298
-11.422681,1.9493848
-11.479805,1.948795
-11.845918,1.9509047
-11.829292,1.9509757
-11.637661,1.9512925
-12.056405,1.9480196
-12.158685,1.949048
-12.153476,1.9502804
-12.211196,1.9512224
-12.930564,1.9510373
-13.048572,1.9473466
-12.668917,1.9478918
-12.718367,1.9523871
-12.453724,1.949347
-12.351223,1.9487941
-12.300902,1.9456273
-12.090485,1.9522157
-12.280182,1.9486156
-12.490199,1.9452903
-12.524636,1.9504019
-12.578645,1.9527429
-12.738119,1.9518148
-12.518884,1.9472703
-12.342119,1.9495956
-11.822962,1.949983
-11.527908,1.9511524
-11.299259,1.9469274
-10.860412,1.9530803
-10.90631,1.9487563
-10.419154,1.9476132
-10.27629,1.9480261
-10.000656,1.9469844
-10.003127,1.9483939
-10.286127,1.9491179
-10.115438,1.9536787
-9.917841,1.9495127
-9.7187033,1.9483378
-9.5196333,1.9478983
-9.2043705,1.9519917
-9.1552353,1.9477971
-8.9910803,1.9508669
-9.3961582,1.9466609
-9.466363,1.9504904
-9.7763929,1.9528894
-9.7497301,1.9495946
-10.369663,1.9515587
-10.328737,1.9517245
-10.154794,1.9478347
-9.9576321,1.949232
-10.052078,1.9461914
-10.142071,1.9476252
-10.213199,1.9512676
-10.528997,1.9488962
-10.627885,1.9490416
-10.591473,1.9496011
-10.679333,1.9492772
-10.800097,1.9481595
-10.966461,1.9506882
-11.065812,1.9512353
-10.878708,1.9488897
-10.860003,1.9502684
-10.843527,1.9489919
-10.597044,1.9470478
-10.344072,1.9507767
-10.536313,1.9495891
-10.324011,1.949544
-10.384806,1.9531578
-10.385819,1.9477906
-10.570639,1.9464331
-10.85158,1.949544
-10.808552,1.9473521
-10.992478,1.9506615
-10.839172,1.9462171
-10.797698,1.9505796
-11.146762,1.9489855
-11.110518,1.9492762
-10.777018,1.9509028
-10.501228,1.9501855
-10.183398,1.9484454
-10.321103,1.9484454
-10.100736,1.9487867
-10.407766,1.9500456
-10.844201,1.9470929
-10.664021,1.9496258
-11.004088,1.948565
-11.040382,1.9516047
-10.890311,1.9506247
-10.83651,1.9501551
-10.722179,1.9483112
-10.663686,1.9476205
-10.895465,1.9493406
-10.807483,1.9526101
-10.598354,1.9495127
-10.450108,1.9528766
-10.586605,1.9462235
-10.471623,1.9487941
-10.3996,1.9511902
-10.625093,1.9479184
-10.609847,1.9511267
-10.516031,1.952412
-10.465494,1.9477594
-10.437836,1.9501413
-10.686708,1.951941
-10.983854,1.949175
-10.95407,1.9489983
-11.207504,1.9503319
-10.99188,1.9487058
-10.975555,1.9499315
-11.108218,1.9456338
-10.967707,1.950796
-10.837991,1.9505225
-10.62361,1.9477282
-10.923848,1.9509231
-10.648808,1.9495624
-10.700688,1.9500208
-10.686977,1.9472886
-10.679678,1.9524442
-10.414533,1.94821
-10.246418,1.9477787
-10.263123,1.949868
-10.061458,1.9511396
-9.8124352,1.9518775
-9.4067783,1.9492072
-9.2785654,1.9501027
-9.0258007,1.9511524
-9.2513752,1.9475241
-9.2360134,1.9456136
-9.1238718,1.9518009
-9.3954735,1.9473723
-8.763916,1.9509424
-8.7751617,1.9501994
-8.9084835,1.9497354
-8.8811159,1.9503255
-8.7346821,1.9481281
-8.5262814,1.9492891
-8.5049267,1.9492522
-8.6401052,1.9489477
-8.5833254,1.9476058
-8.4015779,1.950796
-8.2417116,1.9511838
-8.3827686,1.9488952
-8.4803658,1.9460462
-8.3556223,1.9519798
-8.0819645,1.9514574
-7.9071431,1.9461905
-7.9062529,1.9466609
-7.5731926,1.9462676
-7.4192934,1.9489781
-7.5313396,1.9513689
-7.7663054,1.9462869
-7.4148035,1.9460527
-7.30829,1.9500908
-7.3105483,1.9518839
-6.9069877,1.9485843
-6.6892796,1.9474045
-6.3950372,1.9541113
-6.2151942,1.9513109
-5.7870879,1.9497787
-5.7167501,1.950123
-5.7076769,1.9496903
-5.8391371,1.9496323
-6.0828552,1.9495633
-5.9487805,1.9502748
-6.1081309,1.9522018
-6.2635231,1.9493903
-5.6082349,1.9484454
-5.6991053,1.9481401
-5.5682998,1.9459379
-5.6809912,1.9503007
-5.8861265,1.9518139
-6.0859637,1.9482219
-5.8655872,1.9454501
-5.4429398,1.9499959
-5.8520498,1.9543475
-5.8042955,1.9495504
-5.599824,1.9491943
-5.533782,1.9477401
-5.8390141,1.9490038
-5.9468665,1.9515402
-6.3745332,1.9516222
-6.2519317,1.9490931
-6.6055365,1.9483434
-6.9912815,1.9456457
-6.9998865,1.9498109
-7.4340186,1.9481466
-7.3533826,1.9511902
-7.3034515,1.9477088
-7.4753361,1.9505483
-7.5886703,1.9526222
-7.6897998,1.9446632
-7.9495792,1.9480196
-7.9366608,1.9505925
-8.2549162,1.9502941
-8.6620636,1.9488134
-8.5860205,1.9497916
-8.8284998,1.9528065
-9.1653433,1.9495835
-9.3904247,1.9469274
-9.3734055,1.9508919
-9.6681395,1.9505796
-10.004317,1.9484895
-10.352744,1.9451076
-10.732121,1.9486607
-10.919402,1.9501358
-10.32929,1.951743
-10.668765,1.9535644
-10.846315,1.9464514
-11.036455,1.9482477
-11.273767,1.9504341
-11.161488,1.9502113
-11.716019,1.9530932
-11.741182,1.9483756
-11.702182,1.9462557
-11.532047,1.9489845
-11.793593,1.9511598
-11.921622,1.9491179
-11.507327,1.9468199
-11.356306,1.9486165
-11.750726,1.9529457
-11.70144,1.9474863
-11.728548,1.9505483
-11.887758,1.9496258
-11.954825,1.9530618
-12.463745,1.9481281
-12.543549,1.9497547
-12.601731,1.9468263
-12.668329,1.9453675
-12.706134,1.9508089
-12.658323,1.9508153
-12.473065,1.950529
-12.690685,1.9458625
-12.477161,1.9518461
-12.536184,1.9492062
-12.568664,1.9466352
-12.583622,1.9484519
-12.773067,1.9538189
-12.682955,1.9515597
-12.524815,1.9486607
-12.494667,1.9478862
-12.82155,1.949347
-13.092011,1.9511709
-13.029844,1.9483627
-13.127917,1.9466224
-13.020028,1.9470037
-13.244203,1.9482863
-13.37676,1.9514896
-13.770634,1.945215
-13.713584,1.9495063
-13.784042,1.9522157
-13.881598,1.9536345
-13.626081,1.9510254
-13.65137,1.9473025
-13.62472,1.9482036
-13.674178,1.9490545
-13.720289,1.949671
-13.827943,1.9486101
-13.62606,1.946445
-13.806844,1.9514648
-14.141471,1.9465277
-14.345027,1.9511018
-14.192991,1.9476445
-13.581276,1.9504148
-13.396222,1.9513487
-13.567192,1.9483176
-13.419888,1.9492707
-13.254759,1.9500327
-13.408849,1.9488456
-13.393885,1.947981
-13.776234,1.9521945
-13.816855,1.9499637
-13.54135,1.9458671
-13.730028,1.9480389
-13.578062,1.9499444
-13.965712,1.9516674
-13.632441,1.9461409
-13.375834,1.951648
-13.364299,1.9484565
-13.094449,1.9460261
-13.002754,1.9501284
-12.910377,1.9509112
-12.713499,1.9482229
-12.66844,1.950389
-12.543521,1.951216
-12.149703,1.9485531
-11.987066,1.9519098
-11.760012,1.9491428
-11.753385,1.9511782
-11.919783,1.9479442
-11.679996,1.9506385
-11.513988,1.9526534
-11.270802,1.9519917
-10.985126,1.948211
-10.397475,1.949302
-10.193076,1.9496011
-10.009895,1.9495624
-9.9488468,1.9504912
-9.6435966,1.9486229
-9.5634499,1.9495192
-9.6695976,1.9491565
-9.6412725,1.9527558
-9.4586143,1.9493848
